pack,tier,predicate_kind,predicate_coord,arena_size,nearest_actor_coord,nearest_actor_type,distance,defect_class,recommendation
proc-no-attack-passive-only,hard,reach_region,"(110,20,r=6)",104x32,"(90,18)",gun(enemy),20,D2,"fix predicate: coord (110,20) out of arena 104x32 cordon=0"
proc-ordered-action-strict,easy,building_in_region,"(30,20,r=5)",128x32,"(14,18)",tent(agent),16,OK,OK
proc-ordered-action-strict,easy,building_in_region,"(90,20,r=5)",128x32,"(14,18)",tent(agent),76,OK,OK
proc-ordered-action-strict,easy,building_in_region,"(90,20,r=5)",128x32,"(14,18)",tent(agent),76,OK,OK
proc-ordered-action-strict,easy,building_in_region,"(30,20,r=5)",128x32,"(14,18)",tent(agent),16,OK,OK
proc-ordered-action-strict,medium,building_in_region,"(30,20,r=5)",128x32,"(14,18)",tent(agent),16,OK,OK
proc-ordered-action-strict,medium,building_in_region,"(60,20,r=5)",128x32,"(14,18)",tent(agent),46,OK,OK
proc-ordered-action-strict,medium,building_in_region,"(90,20,r=5)",128x32,"(14,18)",tent(agent),76,OK,OK
proc-ordered-action-strict,medium,building_in_region,"(60,20,r=5)",128x32,"(14,18)",tent(agent),46,OK,OK
proc-ordered-action-strict,medium,building_in_region,"(30,20,r=5)",128x32,"(14,18)",tent(agent),16,OK,OK
proc-ordered-action-strict,medium,building_in_region,"(90,20,r=5)",128x32,"(14,18)",tent(agent),76,OK,OK
proc-ordered-action-strict,medium,building_in_region,"(30,20,r=5)",128x32,"(14,18)",tent(agent),16,OK,OK
proc-ordered-action-strict,medium,building_in_region,"(90,20,r=5)",128x32,"(14,18)",tent(agent),76,OK,OK
proc-ordered-action-strict,medium,building_in_region,"(60,20,r=5)",128x32,"(14,18)",tent(agent),46,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(30,20,r=5)",128x32,"(14,18)",tent(agent),16,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(50,20,r=5)",128x32,"(14,18)",tent(agent),36,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(70,20,r=5)",128x32,"(14,18)",tent(agent),56,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(90,20,r=5)",128x32,"(14,18)",tent(agent),76,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(50,20,r=5)",128x32,"(14,18)",tent(agent),36,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(30,20,r=5)",128x32,"(14,18)",tent(agent),16,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(70,20,r=5)",128x32,"(14,18)",tent(agent),56,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(30,20,r=5)",128x32,"(14,18)",tent(agent),16,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(70,20,r=5)",128x32,"(14,18)",tent(agent),56,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(50,20,r=5)",128x32,"(14,18)",tent(agent),36,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(90,20,r=5)",128x32,"(14,18)",tent(agent),76,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(30,20,r=5)",128x32,"(14,18)",tent(agent),16,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(90,20,r=5)",128x32,"(14,18)",tent(agent),76,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(50,20,r=5)",128x32,"(14,18)",tent(agent),36,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(90,20,r=5)",128x32,"(14,18)",tent(agent),76,OK,OK
proc-ordered-action-strict,hard,building_in_region,"(70,20,r=5)",128x32,"(14,18)",tent(agent),56,OK,OK
proc-strict-toolban-fidelity,easy,units_in_region_gte,"(90,20,r=6)",128x48,"(120,20)",fact(enemy),30,OK,OK
proc-strict-toolban-fidelity,medium,units_in_region_gte,"(90,20,r=6)",128x48,"(120,20)",fact(enemy),30,OK,OK
proc-strict-toolban-fidelity,hard,units_in_region_gte,"(90,20,r=6)",128x48,"(120,20)",fact(enemy),30,OK,OK
proc-tool-use-multi-distractor,easy,reach_region,"(110,20,r=6)",128x48,"(118,20)",fact(enemy),8,OK,OK
proc-tool-use-multi-distractor,medium,reach_region,"(110,20,r=6)",128x48,"(118,20)",fact(enemy),8,OK,OK
proc-tool-use-multi-distractor,hard,reach_region,"(110,20,r=6)",128x48,"(118,20)",fact(enemy),8,OK,OK
proc-tool-use-with-distractor,easy,reach_region,"(110,20,r=6)",128x48,"(120,20)",fact(enemy),10,OK,OK
proc-tool-use-with-distractor,medium,reach_region,"(110,20,r=6)",128x48,"(120,20)",fact(enemy),10,OK,OK
proc-tool-use-with-distractor,hard,reach_region,"(110,20,r=6)",128x48,"(120,20)",fact(enemy),10,OK,OK
reasoning-risk-route,easy,reach_region,"(120,20,r=7)",136x48,"(120,20)",fact(enemy),0,OK,OK
reasoning-risk-route,medium,reach_region,"(120,20,r=7)",136x48,"(120,20)",fact(enemy),0,OK,OK
reasoning-risk-route,hard,reach_region,"(122,20,r=6)",136x48,"(122,20)",fact(enemy),0,OK,OK
risk-blockade-bypass,easy,reach_region,"(110,20,r=6)",120x32,"(110,20)",fact(enemy),0,OK,OK
risk-blockade-bypass,medium,reach_region,"(110,20,r=6)",120x32,"(110,20)",fact(enemy),0,OK,OK
risk-blockade-bypass,hard,reach_region,"(110,20,r=6)",120x32,"(110,20)",fact(enemy),0,OK,OK
rob-objective-change-midway,easy,units_in_region_gte,"(55,8,r=6)",136x48,"(55,8)",proc(enemy),0,OK,OK
rob-objective-change-midway,easy,enemy_key_buildings_destroyed_in_region,"(100,30,r=6)",136x48,"(100,30)",fact(enemy),0,OK,OK
rob-objective-change-midway,medium,units_in_region_gte,"(55,12,r=6)",136x48,"(55,12)",proc(enemy),0,OK,OK
rob-objective-change-midway,medium,enemy_key_buildings_destroyed_in_region,"(105,34,r=6)",136x48,"(105,34)",fact(enemy),0,OK,OK
rob-objective-change-midway,hard,units_in_region_gte,"(55,20,r=6)",136x48,"(55,20)",proc(enemy),0,OK,OK
rob-objective-change-midway,hard,enemy_key_buildings_destroyed_in_region,"(100,30,r=6)",136x48,"(100,30)",fact(enemy),0,OK,OK
rob-objective-shift-with-or-clause,easy,enemy_key_buildings_destroyed_in_region,"(60,20,r=6)",136x40,"(60,19)",fact(enemy),1,OK,OK
rob-objective-shift-with-or-clause,easy,enemy_key_buildings_destroyed_in_region,"(100,30,r=6)",136x40,"(100,30)",fact(enemy),0,OK,OK
rob-objective-shift-with-or-clause,medium,enemy_key_buildings_destroyed_in_region,"(60,20,r=6)",136x40,"(60,19)",fact(enemy),1,OK,OK
rob-objective-shift-with-or-clause,medium,enemy_key_buildings_destroyed_in_region,"(100,30,r=6)",136x40,"(100,30)",fact(enemy),0,OK,OK
rob-objective-shift-with-or-clause,hard,enemy_key_buildings_destroyed_in_region,"(60,20,r=6)",136x40,"(60,19)",fact(enemy),1,OK,OK
rob-objective-shift-with-or-clause,hard,enemy_key_buildings_destroyed_in_region,"(100,30,r=6)",136x40,"(100,30)",fact(enemy),0,OK,OK
scout-detect-incoming-army,easy,units_in_region_gte,"(45,10,r=10)",128x40,"(16,20)",2tnk(agent),29,OK,OK
scout-detect-incoming-army,medium,units_in_region_gte,"(45,10,r=10)",128x40,"(16,20)",2tnk(agent),29,OK,OK
scout-detect-incoming-army,medium,units_in_region_gte,"(45,30,r=10)",128x40,"(16,20)",2tnk(agent),29,OK,OK
scout-detect-incoming-army,hard,units_in_region_gte,"(45,10,r=10)",128x40,"(16,14)",2tnk(agent),29,OK,OK
scout-detect-incoming-army,hard,units_in_region_gte,"(45,30,r=10)",128x40,"(16,14)",2tnk(agent),29,OK,OK
scout-jeep-vs-infantry-cost-effective,easy,units_in_region_gte,"(110,20,r=5)",120x40,"(110,20)",fact(enemy),0,OK,OK
scout-jeep-vs-infantry-cost-effective,medium,units_in_region_gte,"(110,20,r=5)",120x40,"(110,20)",fact(enemy),0,OK,OK
scout-jeep-vs-infantry-cost-effective,hard,units_in_region_gte,"(110,20,r=5)",120x40,"(110,20)",fact(enemy),0,OK,OK
strategy-trilemma,easy,building_in_region,"(60,20,r=6)",96x40,"(14,18)",powr(agent),46,OK,OK
strategy-trilemma,medium,building_in_region,"(60,20,r=6)",96x40,"(14,18)",powr(agent),46,OK,OK
strategy-trilemma,hard,building_in_region,"(60,20,r=6)",96x40,"(14,18)",powr(agent),46,OK,OK
strict-toolban-fidelity-under-pressure,easy,reach_region,"(110,20,r=6)",128x32,"(120,20)",fact(enemy),10,OK,OK
strict-toolban-fidelity-under-pressure,medium,reach_region,"(110,20,r=6)",128x32,"(120,20)",fact(enemy),10,OK,OK
strict-toolban-fidelity-under-pressure,hard,reach_region,"(110,20,r=6)",128x32,"(120,20)",fact(enemy),10,OK,OK
tp-decision-under-clock,easy,enemy_key_buildings_destroyed_in_region,"(72,6,r=6)",80x40,"(72,6)",fact(enemy),0,OK,OK
tp-decision-under-clock,easy,enemy_key_buildings_destroyed_in_region,"(72,34,r=6)",80x40,"(72,34)",fact(enemy),0,OK,OK
tp-decision-under-clock,medium,enemy_key_buildings_destroyed_in_region,"(72,6,r=6)",80x40,"(72,6)",fact(enemy),0,OK,OK
tp-decision-under-clock,medium,enemy_key_buildings_destroyed_in_region,"(72,34,r=6)",80x40,"(72,34)",fact(enemy),0,OK,OK
tp-decision-under-clock,hard,enemy_key_buildings_destroyed_in_region,"(72,6,r=6)",80x40,"(72,6)",fact(enemy),0,OK,OK
tp-decision-under-clock,hard,enemy_key_buildings_destroyed_in_region,"(72,34,r=6)",80x40,"(72,34)",fact(enemy),0,OK,OK
tp-rush-multi-objective,easy,enemy_key_buildings_destroyed_in_region,"(115,8,r=6)",128x48,"(115,8)",fact(enemy),0,OK,OK
tp-rush-multi-objective,easy,enemy_key_buildings_destroyed_in_region,"(115,32,r=6)",128x48,"(115,32)",fact(enemy),0,OK,OK
tp-rush-multi-objective,medium,enemy_key_buildings_destroyed_in_region,"(115,8,r=6)",128x48,"(115,8)",fact(enemy),0,OK,OK
tp-rush-multi-objective,medium,enemy_key_buildings_destroyed_in_region,"(115,32,r=6)",128x48,"(115,32)",fact(enemy),0,OK,OK
tp-rush-multi-objective,hard,enemy_key_buildings_destroyed_in_region,"(115,8,r=6)",128x48,"(115,8)",fact(enemy),0,OK,OK
tp-rush-multi-objective,hard,enemy_key_buildings_destroyed_in_region,"(115,32,r=6)",128x48,"(115,32)",fact(enemy),0,OK,OK
tp-rush-objective-very-fast,easy,enemy_key_buildings_destroyed_in_region,"(72,20,r=6)",80x40,"(72,20)",fact(enemy),0,OK,OK
tp-rush-objective-very-fast,medium,enemy_key_buildings_destroyed_in_region,"(72,20,r=6)",80x40,"(72,20)",fact(enemy),0,OK,OK
tp-rush-objective-very-fast,hard,enemy_key_buildings_destroyed_in_region,"(72,20,r=6)",80x40,"(72,20)",fact(enemy),0,OK,OK
