"pack","level","capability","map_name","map_size","map_fit","tools","agent_force","enemy_force","enemy_posture","posture_issue","briefing_RA","win_condition","lose_condition","max_turns","tick_budget"
"mcv-deploy-relocate-under-pressure","easy","reasoning","rush-hour-arena","128x40","wide","observe, move_units, deploy","Construction Yard @(10,20) + Barracks + Power Plant; 1× MCV @(60,20) + 2× HoldFire rifles","4× rifle + 1× rocket @(110-112,20) AttackAnything (rusher); sentinel fact @(125,20)","rusher (st3 rifle+rocket lane closer)","","Commander, this is a relocate-and-deploy decision under pressure. Your original yard at the western edge is being chewed by a small rusher band coming down the central lane. You have a single MCV parked dead-centre at (60,20) and no cash. The lane centre is a death cell — a deploy in place puts the new yard in the kill zone. Move the MCV off the lane to a safe shoulder — the north shoulder (60,8) or the south shoulder (60,32) — and deploy. Keep one unit alive, within about 60 turns.","Yard inside (60,8,r=8) OR (60,32,r=8); ≥1 unit alive; within 5400 ticks.","Deadline (5401), no yard remaining, or no shoulder yard by tick 1800.","60","5403"
"mcv-deploy-relocate-under-pressure","medium","reasoning","rush-hour-arena","128x40","wide","observe, move_units, deploy","Yard + Barracks + Power Plant @(10,20); 1× MCV @(60,20) + 2× HoldFire rifles","6× rifle + 2× rocket @(110-112,20) AttackAnything; sentinel fact @(125,20)","rusher (st3 rifle+rocket lane closer)","","Commander, this is a relocate-and-deploy decision under heavier pressure. Same MCV at (60,20), but six riflemen plus two rocket soldiers come down the central lane. The original western yard cannot be held inside the budget, and a fresh yard placed in the central lane is razed on placement. Move the MCV to the north shoulder (60,8) or south shoulder (60,32) and deploy there. Keep one unit alive, within about 60 turns.","Yard inside (60,8,r=8) OR (60,32,r=8); ≥1 unit alive; within 5400 ticks.","Deadline (5401), no yard, or no shoulder yard by tick 1800.","60","5403"
"mcv-deploy-relocate-under-pressure","hard","reasoning","rush-hour-arena","128x40","wide","observe, move_units, deploy","Seed-rotated 1× MCV @(60,20) or (40,20) + Yard+Barracks+Power @(10,20) + HoldFire shoulders","8× rifle + 2× rocket @(100-102,20) AttackAnything; sentinel fact @(125,20)","rusher (st3 rifle+rocket lane closer)","","Commander, this is a relocate-and-deploy decision with seed-rotated MCV column. Eight rifles plus two rocket soldiers close fast on the central lane. Your fresh MCV spawns at EITHER (60,20) or (40,20) by seed. Relocate to the north or south shoulder of YOUR starting column — (60,8)/(60,32) or (40,8)/(40,32) — and deploy. The original western yard can't be saved. At most two losses, within about 60 turns.","Yard inside any of the 4 shoulder discs; ≥1 unit alive; ≤2 losses; within 5400 ticks.","Deadline (5401), no yard, >2 losses, or no shoulder yard by 1800.","60","5403"
"mcv-deploy-second-base","easy","reasoning","mcv-deploy-second-base-arena","128x40","wide-justified","observe, deploy, move_units, build, place_building, stop","Yard+Barracks+Power+Refinery+Harv @(15,10) west base + 1× MCV @(60,20)","sentinel fact @(124,4)","static patrol (st2 rifle pickets near target discs)","","Commander, this is a second-base expansion. Your primary base — Construction Yard, Barracks, Power Plant, Refinery — sits in the west lobe with its own small ore patch. A spare MCV is staged at the corridor mouth in the map centre. A rich ore patch sits in the east lobe, the briefed expansion region centred at (95,30) with radius 8. Drive the MCV east and deploy inside that disc. Within about 60 turns.","Two yards owned, ≥1 inside (95,30,r=8); within 5400 ticks.","Deadline (5401), or original yard lost.","70","6303"
"mcv-deploy-second-base","medium","reasoning","mcv-deploy-second-base-arena","128x40","wide-justified","observe, deploy, move_units, build, place_building, stop","Same west base + 1× MCV @(60,20)","2× rifle infantry @(100,25) lone patrol Defend; sentinel fact @(124,4)","static patrol (st2 rifle pickets near target discs)","","Commander, this is a second-base expansion under light contention. Same west primary base and spare MCV at the corridor mouth; same eastern expansion disc at (95,30). A lone enemy patrol now lurks near the target — a careless straight-line approach can intercept the fragile MCV. Drive east, deploy in the disc, within about 50 turns.","Two yards, ≥1 inside (95,30,r=8); within 4500 ticks.","Deadline (4501) or original yard lost.","60","5403"
"mcv-deploy-second-base","hard","reasoning","mcv-deploy-second-base-arena","128x40","wide-justified","observe, deploy, move_units, build, place_building, stop","Seed-rotated MCV @(70,10) NE-leaning or @(70,30) SE-leaning + west base duplicated across both spawn groups","2× rifle @(100,10) + 2× rifle @(100,30) Defend; sentinel fact @(124,4)","static patrol (st2 rifle pickets near target discs)","","Commander, this is a second-base expansion with two candidate targets and seed-rotated MCV staging. Two candidate expansion discs — north-east at (95,10) and south-east at (95,30), each with its own ore patch and a small patrol guard. Your spare MCV stages closer to one of them depending on the seed. Drive to the NEAREST candidate and deploy there. Within about 43 turns. Cutting diagonally costs time AND brushes the off-axis patrol.","Two yards, ≥1 inside either (95,10,r=8) or (95,30,r=8); within 3800 ticks.","Deadline (3801) or original yard lost.","50","4503"
"mcv-deploy-third-base","easy","reasoning","mcv-deploy-third-base-arena","160x80","wide-justified","observe, deploy, move_units, build, place_building, stop","Yard @(15,40) + 3× MCV pre-positioned at each target: NE (131,16), SE (131,66), S-CENTER (76,71)","sentinel fact @(150,40)","static patrol (st2 rifle pickets near each target region)","","Commander, this is a tri-region operational footprint. You are given a starter Construction Yard at (15,40) and three MCVs pre-positioned one cell off each of three target regions — NE (130,15), SE (130,65), and S-CENTER (75,70). Deploy each MCV in place. Three yards total, one inside each region, within about 70 turns. Deploying only some of them leaves a region uncovered and the win unsatisfied.","Three yards, one inside EACH of NE/SE/S-CENTER discs; within 6300 ticks.","Deadline (6301), or fewer than 2 yards by tick 4000.","75","6753"
"mcv-deploy-third-base","medium","reasoning","mcv-deploy-third-base-arena","160x80","wide-justified","observe, deploy, move_units, build, place_building, stop","Yard @(15,40) + 3× MCV clustered at west starter base (20,35-45)","3× rifle infantry guards near each target region; sentinel fact @(150,40)","static patrol (st2 rifle pickets near each target region)","","Commander, this is a tri-region operational footprint with central staging. Same three target regions — NE (130,15), SE (130,65), S-CENTER (75,70) — but your three MCVs cluster at your western starter base. Drive each MCV to one of the three regions and deploy. A light rifle patrol sits near every target. Within about 70 turns. Losing an MCV in transit before deploy, or bunching two in one region, loses.","Three yards, one inside EACH of NE/SE/S-CENTER discs; within 6300 ticks.","Deadline (6301), or fewer than 2 yards by tick 4500.","75","6753"
"mcv-deploy-third-base","hard","reasoning","mcv-deploy-third-base-arena","160x80","wide-justified","observe, deploy, move_units, build, place_building, stop","Seed-rotated 3× MCV clustered in WEST (20,35-45) or EAST (145,35-45) corner","Doubled patrols near each target (2× rifle each); sentinel fact @(150,75)","static patrol (st2 rifle pickets near each target region)","","Commander, this is a tri-region operational footprint with seed-rotated MCV cluster. Same three target regions — NE (130,15), SE (130,65), S-CENTER (75,70). Your three MCVs cluster either at the WEST or EAST edge of the map by seed. Read each MCV's position and assign it to the target region it can reach fastest. Doubled patrols cover every target. Within about 70 turns.","Three yards, one inside EACH of NE/SE/S-CENTER discs; within 6300 ticks.","Deadline (6301), or fewer than 2 yards by tick 4500.","75","6753"
"mfb-base-1-defend-base-2-build","easy","reasoning","mfb-base-1-defend-base-2-build-arena","160x60","wide-justified","observe, deploy, move_units, attack_unit, attack_move, stop","Base #1 @(15,30): fact + proc + tent + 3× HoldFire rifles; fresh MCV @(30,30)","2× grenadiers @(20,30) AttackAnything (rusher bot); sentinel fact @(154,54)","rusher (st3 grenadiers commit on base #1 mass) + static far pickets on hard","","Commander, this is a secure-and-expand operation under raid pressure. Base #1 in the west holds a Construction Yard, Refinery, Barracks, and three HoldFire rifle defenders (they will NOT engage on their own). Two enemy grenadiers are bearing down on base #1 from the east at (20,30). A fresh MCV waits half-way east at (30,30). Two clauses must satisfy: keep a yard alive (defend base #1) AND stand up a second yard inside the disc at (130,30) on the far east. Within about 70 turns.","Yard alive + 2nd yard inside (130,30,r=8) + ≥1 unit alive; within 6300 ticks.","Deadline (6301), no yard, or no units.","72","6483"
"mfb-base-1-defend-base-2-build","medium","reasoning","mfb-base-1-defend-base-2-build-arena","160x60","wide-justified","observe, deploy, move_units, attack_unit, attack_move, stop","Base #1 same as easy + fresh MCV @(30,30)","2× grenadiers @(20,30) AttackAnything (rusher); sentinel fact @(154,54)","rusher (st3 grenadiers commit on base #1 mass) + static far pickets on hard","","Commander, this is the same secure-and-expand operation under a tighter clock. Base #1 in the west — yard + refinery + barracks + 3 HoldFire rifle defenders — is under raid from 2 grenadiers at (20,30). A fresh MCV waits half-way east at (30,30). Defend base #1 (the rifles won't engage on their own) AND stand up a second yard inside the disc at (130,30). Within about 50 turns.","Yard alive + 2nd yard inside (130,30,r=8) + ≥1 unit alive; within 4500 ticks.","Deadline (4501), no yard, or no units.","56","5043"
"mfb-base-1-defend-base-2-build","hard","reasoning","mfb-base-1-defend-base-2-build-arena","160x60","wide-justified","observe, deploy, move_units, attack_unit, attack_move, stop","Seed-rotated MCV @(30,15) or @(30,45) + base #1 duplicated across both spawn groups","2× grenadiers @(20,30) + 2× rifle pickets @(110,15) and @(110,45); sentinel fact @(154,54)","rusher (st3 grenadiers commit on base #1 mass) + static far pickets on hard","","Commander, this is a secure-and-expand operation with seed-rotated MCV staging. Base #1 in the west (yard + refinery + barracks + 3 HoldFire rifles) is under raid from 2 grenadiers. A fresh MCV waits at EITHER (30,15) NORTH or (30,45) SOUTH by seed. Two candidate east discs — NE (130,15) and SE (130,45) — either landing wins. Light rifle pickets sit at (110,15) and (110,45). Pick the disc matching your MCV's latitude; the wrong-corner diagonal busts the deadline AND walks the MCV through the off-axis picket. Within about 60 turns.","Yard alive + 2nd yard inside (130,15) or (130,45) disc + ≥1 unit; within 5400 ticks.","Deadline (5401), no yard, or no units.","64","5763"
"mfb-mirror-base-east-west","easy","reasoning","mfb-mirror-base-east-west-arena","160x60","wide-justified","observe, build, place_building, move_units, attack_unit, attack_move, stop","WEST: fact+proc+powr @(15,20) + 3× HoldFire 2tnk @(16,17-23); EAST: fact @(85,20) + 3× HoldFire 2tnk @(84,17-23); $1700","2× grenadiers @(28,20) west probe + 2× grenadiers @(72,20) east probe (rusher, AttackAnything); sentinel fact @(152,52)","rusher (st3 grenadier/rifle+rocket probes on both bases)","","Commander, this is a mirror-base operation under a two-front probe. You hold a FULLY-BUILT west base — yard, refinery, power plant, and three HoldFire medium tanks — at x=15, and a HALF-BUILT east standby — just a yard plus three HoldFire tanks — at x=85. A coordinated two-grenadier probe hits BOTH bases. $1700 cash. The win requires both yards alive AND a refinery placed inside each base's disc — meaning you must mirror the west's refinery on the east side. Command both tank groups to engage their local probe (they won't fire on their own). Within about 50 turns.","Two yards + Refinery inside (15,20,r=8) + Refinery inside (85,20,r=8); within 4500 ticks.","Deadline (4501), or yard count <2.","55","4953"
"mfb-mirror-base-east-west","medium","reasoning","mfb-mirror-base-east-west-arena","160x60","wide-justified","observe, build, place_building, move_units, attack_unit, attack_move, stop","Same as easy + 1 extra HoldFire tank per side (4 each)","3× rifle + 1× rocket on each side (AttackAnything, rusher); sentinel fact @(152,52)","rusher (st3 grenadier/rifle+rocket probes on both bases)","","Commander, this is a mirror-base operation under a heavier two-front probe. Same west primary and east standby — yards, three HoldFire tanks each, plus an extra defender — under probes of three rifles and one rocket soldier on each side. $1700 funds the east mirror (refinery in the east disc) exactly. Command both tank groups to engage their local probe; the rifles won't engage on their own. Both yards alive, both refineries placed, within about 34 turns.","Two yards + Refinery in west disc + Refinery in east disc; within 3000 ticks.","Deadline (3001) or yard count <2.","37","3333"
"mfb-mirror-base-east-west","hard","reasoning","mfb-mirror-base-east-west-arena","160x60","wide-justified","observe, build, place_building, move_units, attack_unit, attack_move, stop","Seed-rotated NORTH (y=12) or SOUTH (y=28) bands for BOTH bases + 4 HoldFire tanks each","Same probes as medium; sentinel fact @(152,52)","rusher (st3 grenadier/rifle+rocket probes on both bases)","","Commander, this is a mirror-base operation with seed-rotated latitudes. Same mirror-and-defend pattern, but both bases now spawn either at the NORTH (y=12) or SOUTH (y=28) band by seed — west and east mirror each other on the same row. Read your construction yard positions and build the east refinery inside the matching latitude's disc. Both yards alive, both refineries placed at the matching latitude, within about 34 turns.","Two yards + Refinery in both west and east discs at matching latitude; within 3000 ticks.","Deadline (3001) or yard count <2.","37","3333"
"mfb-redundant-tech-buildings","easy","reasoning","rush-hour-arena","128x40","wide","observe, build, place_building, harvest, move_units, stop","fact+powr+proc+fix+harv @(8-17,18-21) west base + 1× weap @(60,18) forward; $6000","6× heavy tank @(58-62,16-20) ringing the forward weap (Defend); sentinel fact @(110,30) + ore mine @(22,21)","static (st2 heavy-tank ring around the forward weap)","","Commander, this is a redundant-production / capacity-resilience drill. You inherit a working west base — Construction Yard, Power Plant, Refinery, Service Depot — plus a Harvester and an ore patch, and $6000. One War Factory sits far east at (60,18), ringed by six enemy heavy tanks that will raze it in the opening turns. Build a SECOND War Factory in the safe west base beside the yard, then produce 3 medium tanks. Yard alive, within about 70 turns.","≥1 weap, ≥3 medium tanks, yard alive; within 6300 ticks.","Deadline (6301) or yard lost.","70","6303"
"mfb-redundant-tech-buildings","medium","reasoning","rush-hour-arena","128x40","wide","observe, build, place_building, harvest, move_units, stop","Same west base + forward weap @(60,18) + $6000","6× heavy tank @(58-62,16-20); sentinel fact @(110,30) + ore mine @(22,21)","static (st2 heavy-tank ring around the forward weap)","","Commander, this is a redundant-production drill with a tighter clock. Same inherited west base — yard, power, refinery, depot, harvester — plus an exposed forward War Factory at (60,18) ringed by six heavy tanks, and $6000. Don't wait for the forward factory to fall: commit a backup War Factory beside the yard early, then field 3 medium tanks. Yard alive, within about 60 turns.","≥1 weap, ≥3 medium tanks, yard alive; within 5400 ticks.","Deadline (5401) or yard lost.","60","5403"
"mfb-redundant-tech-buildings","hard","reasoning","rush-hour-arena","128x40","wide","observe, build, place_building, harvest, move_units, stop","Seed-rotated west base in NORTH (y=14) or SOUTH (y=26) band; forward weap on same row; $6000","12× heavy tank ringing both candidate forward weap positions; sentinel fact @(110,33)","static (st2 heavy-tank ring around the forward weap)","","Commander, this is a redundant-production drill with seed-rotated base row. Same redundant-factory task, but your base spawns either north (y≈14) or south (y≈26) by seed and TWELVE enemy heavies ring the exposed forward War Factory. Read the yard's actual cell, build the backup War Factory beside it, then field 3 medium tanks. Yard alive, within about 60 turns.","≥1 weap, ≥3 medium tanks, yard alive; within 5400 ticks.","Deadline (5401) or yard lost.","60","5403"
"mfb-rotating-production-pressure","easy","reasoning","rush-hour-arena","128x40","wide-justified","observe, build, set_primary, set_rally_point","TWO complete bases: WEST fact+weap+fix+proc+powr @(10-15,16-23) + EAST same @(80-85,16-23); $6000","sentinel fact @(122,4)","hunt (bot; alternating raids per pack notes)","NOTE: enemies declared as bot_type:hunt but no enemy combat actors on the actor list — raids may be implicit/scheduled. Verify the raid-injection path on a smoke run.","Commander, this is a rotating-production-pressure drill. You own TWO complete bases — a WEST base around x=15 and an EAST base around x=85 — each with a Construction Yard, War Factory, Service Depot, Refinery, and Power Plant. Enemy raids alternate: a band hits WEST around tick 300, then EAST around tick 1500. Finished tanks appear at your PRIMARY War Factory, so set_primary on the west factory first to garrison three tanks there, then rotate the primary to east before the east wave. Four tanks total, both yards alive, within about 60 turns (the win latches AFTER tick 4500 so a too-early finish doesn't count).","≥4 medium tanks + ≥2 weap + ≥2 yards; after tick 4500; before tick 5400.","Deadline (5401), or weap/yard count <2.","70","6303"
"mfb-rotating-production-pressure","medium","reasoning","rush-hour-arena","128x40","wide-justified","observe, build, set_primary, set_rally_point","Same two-base layout + $6000","sentinel fact @(122,4)","hunt (bot; alternating raids per pack notes)","NOTE: enemies declared as bot_type:hunt but no enemy combat actors on the actor list — raids may be implicit/scheduled. Verify the raid-injection path on a smoke run.","Commander, this is a rotating-production-pressure drill with a heavier east raid. Same two complete bases at x=15 (WEST) and x=85 (EAST), same alternating raid schedule (WEST tick 300, EAST tick 1500), but the east raid is heavier. Set the primary on the WEST war factory first to garrison the early band, then rotate to EAST before the east wave hits. Four tanks total, both bases alive, within about 60 turns.","≥4 medium tanks + ≥2 weap + ≥2 yards; after tick 4500; before tick 5400.","Deadline (5401), or weap/yard count <2.","70","6303"
"mfb-rotating-production-pressure","hard","reasoning","rush-hour-arena","128x40","wide-justified","observe, build, set_primary, set_rally_point","Seed-rotated east base column: x=85 sp0 or x=80 sp1; west fixed; $6000","sentinel fact @(122,4) or @(122,36) by seed","hunt (bot; alternating raids per pack notes)","NOTE: enemies declared as bot_type:hunt but no enemy combat actors on the actor list — raids may be implicit/scheduled. Verify the raid-injection path on a smoke run.","Commander, this is a rotating-production-pressure drill with seed-rotated east-base column. Same alternating raid load-balance, but the east base's column varies by seed (around x=80..85). Read its actual position. Set the primary on the WEST war factory first, rotate to EAST in time, garrison both bases. Four tanks total, both bases alive, within about 60 turns.","≥4 medium tanks + ≥2 weap + ≥2 yards; after tick 4500; before tick 5400.","Deadline (5401), or weap/yard count <2.","70","6303"
"mfb-supply-line-link-between-bases","easy","action","mfb-supply-line-corridor-arena","160x60","wide-justified","observe, move_units, attack_unit, attack_move, stop","WEST: fact+proc @(15,20); EAST: fact+proc @(85,20); 4× medium tank @(49-51,11-12) on north shoulder (Defend)","2× rifle infantry @(42,6) north + 2× @(58,34) south (AttackAnything, rusher); sentinel fact @(152,52)","rusher (st3 rifle bands probe from north/south flanks)","","Commander, this is a supply-line interdiction along an inter-base corridor. Two bases are linked by a supply corridor running along y=20: a Construction Yard plus Refinery in the WEST at (15,20) and the same in the EAST at (85,20). Four medium tanks stage on the north shoulder at (50,11). Two raider bands probe the corridor from the north and the south. Move your tank squad onto the corridor midpoint at (50,20) within radius 6, kill at least 3 raiders, and keep both bases alive. Within about 26 turns.","Both yards + both refineries; ≥3 kills; ≥1 unit in (50,20,r=6); within 2300 ticks.","Deadline (2301), or yard count <2.","50","4503"
"mfb-supply-line-link-between-bases","medium","action","mfb-supply-line-corridor-arena","160x60","wide-justified","observe, move_units, attack_unit, attack_move, stop","Same two bases + 4× medium tank @(49-51,11-12)","9× rifle infantry across three bands (north, south, central column) AttackAnything; sentinel fact @(152,52)","rusher (st3 rifle bands probe from north/south flanks)","","Commander, this is a supply-line interdiction under heavier raid pressure. Same two bases linked by the y=20 corridor, but THREE raider bands probe — north, south, and central column — for nine raiders total. Park the four-tank squad on the (50,20) midpoint inside radius 6 to interdict everything. Six kills, both bases intact, within about 26 turns. Splitting 2/2 across bases leaves the corridor open.","Both yards + both refineries; ≥6 kills; ≥1 unit in (50,20,r=6); within 2300 ticks.","Deadline (2301) or yard count <2.","50","4503"
"mfb-supply-line-link-between-bases","hard","action","mfb-supply-line-corridor-arena","160x60","wide-justified","observe, move_units, attack_unit, attack_move, stop","Seed-rotated bases + corridor in NORTH (y=12) or SOUTH (y=28) band","Three raider bands per latitude; sentinel fact @(152,52)","rusher (st3 rifle bands probe from north/south flanks)","","Commander, this is a supply-line interdiction with seed-rotated corridor latitude. Two bases linked by a NORTH corridor at y=12 or a SOUTH corridor at y=28 by seed. Three raider bands probe. Read your latitude and put a tank on YOUR corridor's midpoint — (50,12) or (50,28), radius 6. Wrong-latitude camping fails the matching corridor clause. Six kills, both bases intact, within about 26 turns.","Both yards + both refineries; ≥6 kills; ≥1 unit on matching corridor midpoint; within 2300 ticks.","Deadline (2301) or yard count <2.","50","4503"
"mfb-tech-base-vs-economy-base","easy","reasoning","arena 160x80","160x80","wide-justified","observe, build, place_building, harvest, move_units, stop","NW pole: fact+powr+mcv+harv @(20-25,18-22); SE pole: fact+powr+mcv @(135-140,58-62); $4000","4× ore mine markers + sentinel fact @(4,75)","none (ore-mine markers only; no combat)","","Commander, this is a tech-vs-econ base-role allocation. Two base sites are pre-built: a NW pole at (20,20) and a SE pole at (140,60), each with a Construction Yard, Power Plant, and idle MCV. One Harvester is parked at the NW pole. A large ore patch sits beside the SE pole — that's the economy site. The shielded NW pole is the tech site. $4000 funds a refinery and a war factory with slack. Build the war factory inside the NW disc (radius 10), the refinery inside the SE disc (radius 10), reach two total harvesters and economy value 2500, within about 70 turns.","weap inside (20,20,r=10) + proc inside (140,60,r=10) + ≥2 harv + economy_value≥2500; within 6300 ticks.","Deadline (6301), or yard count <2.","70","6303"
"mfb-tech-base-vs-economy-base","medium","reasoning","arena 160x80","160x80","wide-justified","observe, build, place_building, harvest, move_units, stop","Same as easy + $4000","4× ore mine markers + sentinel fact @(4,75)","none (ore-mine markers only; no combat)","","Commander, this is a tech-vs-econ base-role allocation under the same kit. Same NW and SE poles. The economy bar requires real harvest income — only the SE refinery clears it inside the clock, because the harvester it spawns hits the big patch immediately. War factory at NW, refinery at SE, two harvesters total, economy value 2500, within about 70 turns. Bunching both buildings on one side fails the role split.","weap inside NW disc + proc inside SE disc + ≥2 harv + economy_value≥2500; within 6300 ticks.","Deadline (6301) or yard count <2.","70","6303"
"mfb-tech-base-vs-economy-base","hard","reasoning","arena 160x80","160x80","wide-justified","observe, build, place_building, harvest, move_units, stop","Seed-rotated: harv may start at NW pole or SE pole; both poles built","4× ore mine markers + sentinel fact @(4,75)","none (ore-mine markers only; no combat)","","Commander, this is a tech-vs-econ base-role allocation with seed-rotated starter harvester. Same role-split decision — war factory at NW, refinery at SE — but the starter harvester may spawn at the NW or SE pole by seed. The large ore patch is still by SE, so refinery-at-SE remains right either way. Read your actual layout. Two harvesters, economy value 2500, within about 60 turns.","weap inside NW disc + proc inside SE disc + ≥2 harv + economy_value≥2500; within 5400 ticks.","Deadline (5401) or yard count <2.","60","5403"
"mfb-third-base-against-clock","easy","reasoning","mfb-third-base-against-clock-arena","128x40","wide-justified","observe, build, place_building, harvest, move_units, stop","WEST base @(15,20)+proc+powr; MID base @(50,20)+proc; $2000; ore mines along the route","sentinel fact @(124,35)","none (ore-mine markers + sentinel; no combat)","","Commander, this is a third-base ramp-up against a clock. Two pre-built bases: a WEST base at (15,20) and a MID base at (50,20), each with a refinery. Your wallet has $2000, enough for one more refinery with margin. Stand up a THIRD base in the far-east region — build a refinery inside an 8-cell disc around (90,20). Three refineries total, yard alive, within about 70 turns.","proc inside (90,20,r=8) + ≥3 proc + yard alive; within 6300 ticks.","Deadline (6301) or yard lost.","72","6483"
"mfb-third-base-against-clock","medium","reasoning","mfb-third-base-against-clock-arena","128x40","wide-justified","observe, build, place_building, harvest, move_units, stop","Same two pre-built bases + $2000 + ore mines","sentinel fact @(124,35)","none (ore-mine markers + sentinel; no combat)","","Commander, this is a third-base ramp-up against a tighter clock. Same WEST and MID base layout (refineries at (15,20) and (50,20)). $2000 still funds the third refinery with margin. Build it inside the (90,20) disc. Three refineries, yard alive, within about 50 turns. Burning the budget on army forecloses on the third site.","proc inside (90,20,r=8) + ≥3 proc + yard alive; within 4500 ticks.","Deadline (4501) or yard lost.","56","5043"
"mfb-third-base-against-clock","hard","reasoning","mfb-third-base-against-clock-arena","128x40","wide-justified","observe, build, place_building, harvest, move_units, stop","Seed-rotated two-base latitude (y≈20 or y≈50) on 128x64 arena","sentinel fact @(124,59)","none (ore-mine markers + sentinel; no combat)","","Commander, this is a third-base ramp-up with seed-rotated base row. Two pre-built bases sit either at y≈20 or y≈50 by seed; two candidate far-east discs at (90,20) and (90,50). Read your bases' latitude and stand up the third refinery in the matching disc — the off-latitude region needs a cross-map order that may bust the clock. Three refineries, yard alive, within about 60 turns.","proc inside (90,20) or (90,50) disc + ≥3 proc + yard alive; within 5400 ticks.","Deadline (5401) or yard lost.","64","5763"
"mfb-two-base-simultaneous","easy","reasoning","mfb-two-base-simultaneous-arena","160x60","wide-justified","observe, build, place_building, stop","WEST: fact+powr @(15,20); EAST: fact+powr @(85,20); $2800","sentinel fact @(152,52)","none (sentinel only)","","Commander, this is a two-base concurrent build. Two pre-built yards: a WEST yard at (15,20) and an EAST yard at (85,20), each with a Power Plant. $2800 is exactly two refineries' worth. Build a refinery inside each region (radius 8 around (15,20) and (85,20)). Both yards alive, within about 30 turns. Stalling or doing one base only loses.","Two yards + Refinery in (15,20,r=8) + Refinery in (85,20,r=8); within 2700 ticks.","Deadline (2701) or yard lost.","32","2883"
"mfb-two-base-simultaneous","medium","reasoning","mfb-two-base-simultaneous-arena","160x60","wide-justified","observe, build, place_building, stop","Same as easy + $2800","sentinel fact @(152,52)","none (sentinel only)","","Commander, this is a two-base concurrent build with a tight clock. Same two yards at (15,20) and (85,20) with the same $2800, but the deadline is about 21 turns. Issue the next build the moment you place the previous one — keep the shared queue saturated. Both refineries placed inside their discs, both yards alive.","Two yards + Refinery in both discs; within 1850 ticks.","Deadline (1851) or yard lost.","23","2073"
"mfb-two-base-simultaneous","hard","reasoning","mfb-two-base-simultaneous-arena","160x60","wide-justified","observe, build, place_building, stop","Seed-rotated NORTH (y=12) or SOUTH (y=28) band for both yards + HoldFire e1 sentinel each side","sentinel fact @(152,52)","none (sentinel only)","","Commander, this is a two-base concurrent build with seed-rotated latitude. Same concurrent build, but both yards spawn at the NORTH (y=12) or SOUTH (y=28) band by seed. Read the actual yard positions and place each refinery within radius 8 of the matching latitude. Within about 21 turns. Memorised cells fail on the seed flip.","Two yards + Refinery in both discs at matching latitude; within 1850 ticks.","Deadline (1851) or yard lost.","23","2073"
