pack,level,seed,policy,outcome,turns,game_tick,cash,resources,economy_value,units_killed,units_lost,explored_pct,error
coord-squad-handoff,medium,1,stall,loss,50,4503,0,0,0,0,0,3.62,
coord-squad-handoff,medium,2,stall,loss,50,4503,0,0,0,0,0,3.62,
coord-squad-handoff,medium,3,stall,loss,50,4503,0,0,0,0,0,3.62,
coord-squad-handoff,medium,4,stall,loss,50,4503,0,0,0,0,0,3.62,
coord-squad-handoff,hard,1,stall,loss,50,4503,0,0,0,0,0,3.36,
coord-squad-handoff,hard,2,stall,loss,50,4503,0,0,0,0,0,3.04,
coord-squad-handoff,hard,3,stall,loss,50,4503,0,0,0,0,0,3.36,
coord-squad-handoff,hard,4,stall,loss,50,4503,0,0,0,0,0,3.04,
coordination-ordered-rendezvous,easy,1,stall,loss,25,2253,0,0,0,0,0,3.91,
coordination-ordered-rendezvous,easy,2,stall,loss,25,2253,0,0,0,0,0,3.91,
coordination-ordered-rendezvous,easy,3,stall,loss,25,2253,0,0,0,0,0,3.91,
coordination-ordered-rendezvous,easy,4,stall,loss,25,2253,0,0,0,0,0,3.91,
coordination-ordered-rendezvous,medium,1,stall,loss,34,3063,0,0,0,0,0,3.58,
coordination-ordered-rendezvous,medium,2,stall,loss,34,3063,0,0,0,0,0,3.58,
coordination-ordered-rendezvous,medium,3,stall,loss,34,3063,0,0,0,0,0,3.58,
coordination-ordered-rendezvous,medium,4,stall,loss,34,3063,0,0,0,0,0,3.58,
coordination-ordered-rendezvous,hard,1,stall,loss,36,3243,0,0,0,0,0,3.61,
coordination-ordered-rendezvous,hard,2,stall,loss,36,3243,0,0,0,0,0,3.61,
coordination-ordered-rendezvous,hard,3,stall,loss,36,3243,0,0,0,0,0,3.61,
coordination-ordered-rendezvous,hard,4,stall,loss,36,3243,0,0,0,0,0,3.61,
coordination-staggered-window,easy,1,stall,loss,30,2703,0,0,0,0,0,3.15,
coordination-staggered-window,easy,2,stall,loss,30,2703,0,0,0,0,0,3.15,
coordination-staggered-window,easy,3,stall,loss,30,2703,0,0,0,0,0,3.15,
coordination-staggered-window,easy,4,stall,loss,30,2703,0,0,0,0,0,3.15,
coordination-staggered-window,medium,1,stall,loss,25,2253,0,0,0,0,0,3.15,
coordination-staggered-window,medium,2,stall,loss,25,2253,0,0,0,0,0,3.15,
coordination-staggered-window,medium,3,stall,loss,25,2253,0,0,0,0,0,3.15,
coordination-staggered-window,medium,4,stall,loss,25,2253,0,0,0,0,0,3.15,
coordination-staggered-window,hard,1,stall,loss,30,2703,0,0,0,0,0,3.77,
coordination-staggered-window,hard,2,stall,loss,30,2703,0,0,0,0,0,3.42,
coordination-staggered-window,hard,3,stall,loss,30,2703,0,0,0,0,0,3.77,
coordination-staggered-window,hard,4,stall,loss,30,2703,0,0,0,0,0,3.42,
custom-map-no-enemy,easy,1,stall,loss,10,903,0,0,0,0,0,5.78,
custom-map-no-enemy,easy,2,stall,loss,10,903,0,0,0,0,0,5.78,
custom-map-no-enemy,easy,3,stall,loss,10,903,0,0,0,0,0,5.78,
custom-map-no-enemy,easy,4,stall,loss,10,903,0,0,0,0,0,5.78,
custom-map-no-enemy,medium,1,stall,loss,17,1533,0,0,0,0,0,5.78,
custom-map-no-enemy,medium,2,stall,loss,17,1533,0,0,0,0,0,5.78,
custom-map-no-enemy,medium,3,stall,loss,17,1533,0,0,0,0,0,5.78,
custom-map-no-enemy,medium,4,stall,loss,17,1533,0,0,0,0,0,5.78,
custom-map-no-enemy,hard,1,stall,loss,18,1623,0,0,0,0,0,5.47,
custom-map-no-enemy,hard,2,stall,loss,18,1623,0,0,0,0,0,5.78,
custom-map-no-enemy,hard,3,stall,loss,18,1623,0,0,0,0,0,5.47,
custom-map-no-enemy,hard,4,stall,loss,18,1623,0,0,0,0,0,5.78,
def-bridge-chokepoint,easy,1,stall,loss,30,2703,1000,0,1000,0,6,9.54,
def-bridge-chokepoint,easy,2,stall,loss,30,2703,1000,0,1000,0,6,9.54,
def-bridge-chokepoint,easy,3,stall,loss,30,2703,1000,0,1000,0,6,9.54,
def-bridge-chokepoint,easy,4,stall,loss,30,2703,1000,0,1000,0,6,9.54,
def-bridge-chokepoint,medium,1,stall,loss,11,993,1000,0,1000,0,0,19.12,
def-bridge-chokepoint,medium,2,stall,loss,11,993,1000,0,1000,0,0,19.12,
def-bridge-chokepoint,medium,3,stall,loss,11,993,1000,0,1000,0,0,19.12,
def-bridge-chokepoint,medium,4,stall,loss,11,993,1000,0,1000,0,0,19.12,
def-bridge-chokepoint,hard,1,stall,loss,10,903,1000,0,1000,0,0,19.49,
def-bridge-chokepoint,hard,2,stall,loss,10,903,1000,0,1000,0,0,19.49,
def-bridge-chokepoint,hard,3,stall,loss,10,903,1000,0,1000,0,0,19.49,
def-bridge-chokepoint,hard,4,stall,loss,10,903,1000,0,1000,0,0,19.49,
def-counter-battery,easy,1,stall,loss,10,753,0,0,0,0,0,8.36,
def-counter-battery,easy,2,stall,loss,10,753,0,0,0,0,0,8.36,
def-counter-battery,easy,3,stall,loss,10,753,0,0,0,0,0,8.36,
def-counter-battery,easy,4,stall,loss,10,753,0,0,0,0,0,8.36,
def-counter-battery,medium,1,stall,loss,7,483,0,0,0,0,0,9.05,
def-counter-battery,medium,2,stall,loss,7,483,0,0,0,0,0,9.05,
def-counter-battery,medium,3,stall,loss,7,483,0,0,0,0,0,9.05,
def-counter-battery,medium,4,stall,loss,7,483,0,0,0,0,0,9.05,
def-counter-battery,hard,1,stall,loss,7,483,0,0,0,0,0,8.85,
def-counter-battery,hard,2,stall,loss,7,483,0,0,0,0,0,9.05,
def-counter-battery,hard,3,stall,loss,7,483,0,0,0,0,0,8.85,
def-counter-battery,hard,4,stall,loss,7,483,0,0,0,0,0,9.05,
def-engineer-repair-under-fire,easy,1,stall,loss,39,2808,600,0,600,2,6,5.22,
def-engineer-repair-under-fire,easy,2,stall,loss,39,2808,600,0,600,2,6,5.22,
def-engineer-repair-under-fire,easy,3,stall,loss,39,2808,600,0,600,2,6,5.22,
def-engineer-repair-under-fire,easy,4,stall,loss,39,2808,600,0,600,2,6,5.22,
def-engineer-repair-under-fire,medium,1,stall,loss,35,2388,600,0,600,3,6,5.3,
def-engineer-repair-under-fire,medium,2,stall,loss,35,2388,600,0,600,3,6,5.3,
def-engineer-repair-under-fire,medium,3,stall,loss,35,2388,600,0,600,3,6,5.3,
def-engineer-repair-under-fire,medium,4,stall,loss,35,2388,600,0,600,3,6,5.3,
def-engineer-repair-under-fire,hard,1,stall,loss,42,2658,600,0,600,3,6,4.55,
def-engineer-repair-under-fire,hard,2,stall,loss,46,2778,600,0,600,3,6,5.17,
def-engineer-repair-under-fire,hard,3,stall,loss,42,2658,600,0,600,3,6,4.55,
def-engineer-repair-under-fire,hard,4,stall,loss,46,2778,600,0,600,3,6,5.17,
def-evacuation,easy,1,stall,loss,20,702,0,0,0,0,5,4.53,
def-evacuation,easy,2,stall,loss,20,702,0,0,0,0,5,4.53,
def-evacuation,easy,3,stall,loss,20,702,0,0,0,0,5,4.53,
def-evacuation,easy,4,stall,loss,20,702,0,0,0,0,5,4.53,
def-evacuation,medium,1,stall,loss,21,756,0,0,0,0,5,4.46,
def-evacuation,medium,2,stall,loss,21,756,0,0,0,0,5,4.46,
def-evacuation,medium,3,stall,loss,21,756,0,0,0,0,5,4.46,
def-evacuation,medium,4,stall,loss,21,756,0,0,0,0,5,4.46,
def-evacuation,hard,1,stall,loss,19,756,0,0,0,0,5,4.92,
def-evacuation,hard,2,stall,loss,21,756,0,0,0,0,5,4.46,
def-evacuation,hard,3,stall,loss,19,756,0,0,0,0,5,4.92,
def-evacuation,hard,4,stall,loss,21,756,0,0,0,0,5,4.46,
def-in-depth-vs-single,easy,1,stall,loss,60,5403,2400,0,2400,6,0,6.17,
def-in-depth-vs-single,easy,2,stall,loss,60,5403,2400,0,2400,6,0,6.17,
def-in-depth-vs-single,easy,3,stall,loss,60,5403,2400,0,2400,6,0,6.17,
def-in-depth-vs-single,easy,4,stall,loss,60,5403,2400,0,2400,6,0,6.17,
def-in-depth-vs-single,medium,1,stall,loss,60,5403,2400,0,2400,10,0,6.17,
def-in-depth-vs-single,medium,2,stall,loss,60,5403,2400,0,2400,10,0,6.17,
def-in-depth-vs-single,medium,3,stall,loss,60,5403,2400,0,2400,10,0,6.17,
def-in-depth-vs-single,medium,4,stall,loss,60,5403,2400,0,2400,10,0,6.17,
def-in-depth-vs-single,hard,1,stall,loss,60,5403,2400,0,2400,8,0,6.17,
def-in-depth-vs-single,hard,2,stall,loss,60,5403,2400,0,2400,8,0,6.17,
def-in-depth-vs-single,hard,3,stall,loss,60,5403,2400,0,2400,8,0,6.17,
def-in-depth-vs-single,hard,4,stall,loss,60,5403,2400,0,2400,8,0,6.17,
def-in-depth,easy,1,stall,loss,64,5463,2400,0,2400,6,0,11.94,
def-in-depth,easy,2,stall,loss,64,5463,2400,0,2400,6,0,11.94,
def-in-depth,easy,3,stall,loss,64,5463,2400,0,2400,6,0,11.94,
def-in-depth,easy,4,stall,loss,64,5463,2400,0,2400,6,0,11.94,
def-in-depth,medium,1,stall,loss,54,4563,2400,0,2400,6,0,11.94,
def-in-depth,medium,2,stall,loss,54,4563,2400,0,2400,6,0,11.94,
def-in-depth,medium,3,stall,loss,54,4563,2400,0,2400,6,0,11.94,
def-in-depth,medium,4,stall,loss,54,4563,2400,0,2400,6,0,11.94,
def-in-depth,hard,1,stall,loss,41,3033,2400,0,2400,5,0,12.87,
def-in-depth,hard,2,stall,loss,41,2988,2400,0,2400,5,0,12.64,
def-in-depth,hard,3,stall,loss,41,3033,2400,0,2400,5,0,12.87,
def-in-depth,hard,4,stall,loss,41,2988,2400,0,2400,5,0,12.64,
def-multi-direction,easy,1,stall,loss,36,2778,0,0,0,0,0,3.34,
def-multi-direction,easy,2,stall,loss,36,2778,0,0,0,0,0,3.34,
def-multi-direction,easy,3,stall,loss,36,2778,0,0,0,0,0,3.34,
def-multi-direction,easy,4,stall,loss,36,2778,0,0,0,0,0,3.34,
def-multi-direction,medium,1,stall,loss,37,2778,0,0,0,0,0,3.92,
def-multi-direction,medium,2,stall,loss,37,2778,0,0,0,0,0,3.92,
def-multi-direction,medium,3,stall,loss,37,2778,0,0,0,0,0,3.92,
def-multi-direction,medium,4,stall,loss,37,2778,0,0,0,0,0,3.92,
def-multi-direction,hard,1,stall,loss,33,2343,0,0,0,0,4,5.31,
def-multi-direction,hard,2,stall,loss,38,2448,0,0,0,0,4,5.04,
def-multi-direction,hard,3,stall,loss,33,2343,0,0,0,0,4,5.31,
def-multi-direction,hard,4,stall,loss,38,2448,0,0,0,0,4,5.04,
def-position-expected-direction,easy,1,stall,loss,60,5403,2400,0,2400,3,0,5.62,
def-position-expected-direction,easy,2,stall,loss,60,5403,2400,0,2400,3,0,5.62,
def-position-expected-direction,easy,3,stall,loss,60,5403,2400,0,2400,3,0,5.62,
def-position-expected-direction,easy,4,stall,loss,60,5403,2400,0,2400,3,0,5.62,
def-position-expected-direction,medium,1,stall,loss,60,5403,2400,0,2400,6,0,5.62,
def-position-expected-direction,medium,2,stall,loss,60,5403,2400,0,2400,6,0,5.62,
def-position-expected-direction,medium,3,stall,loss,60,5403,2400,0,2400,6,0,5.62,
def-position-expected-direction,medium,4,stall,loss,60,5403,2400,0,2400,6,0,5.62,
def-position-expected-direction,hard,1,stall,loss,65,5463,2400,0,2400,10,0,6.13,
def-position-expected-direction,hard,2,stall,loss,63,5418,2400,0,2400,10,0,6.1,
def-position-expected-direction,hard,3,stall,loss,65,5463,2400,0,2400,10,0,6.13,
def-position-expected-direction,hard,4,stall,loss,63,5418,2400,0,2400,10,0,6.1,
def-position-revealed-direction,easy,1,stall,loss,56,3618,2400,0,2400,2,4,8.77,
def-position-revealed-direction,easy,2,stall,loss,56,3618,2400,0,2400,2,4,8.77,
def-position-revealed-direction,easy,3,stall,loss,56,3618,2400,0,2400,2,4,8.77,
def-position-revealed-direction,easy,4,stall,loss,56,3618,2400,0,2400,2,4,8.77,
def-position-revealed-direction,medium,1,stall,loss,58,3618,2400,0,2400,3,4,9.34,
def-position-revealed-direction,medium,2,stall,loss,58,3618,2400,0,2400,3,4,9.34,
def-position-revealed-direction,medium,3,stall,loss,58,3618,2400,0,2400,3,4,9.34,
def-position-revealed-direction,medium,4,stall,loss,58,3618,2400,0,2400,3,4,9.34,
def-position-revealed-direction,hard,1,stall,loss,37,2418,2400,0,2400,0,1,10.57,
def-position-revealed-direction,hard,2,stall,loss,38,2328,2400,0,2400,0,1,10.57,
def-position-revealed-direction,hard,3,stall,loss,37,2418,2400,0,2400,0,1,10.57,
def-position-revealed-direction,hard,4,stall,loss,38,2328,2400,0,2400,0,1,10.57,
def-pre-position-mobile-reserve,easy,1,stall,loss,32,2403,0,0,0,0,2,8.92,
def-pre-position-mobile-reserve,easy,2,stall,loss,32,2403,0,0,0,0,2,8.92,
def-pre-position-mobile-reserve,easy,3,stall,loss,32,2403,0,0,0,0,2,8.92,
def-pre-position-mobile-reserve,easy,4,stall,loss,32,2403,0,0,0,0,2,8.92,
def-pre-position-mobile-reserve,medium,1,stall,loss,32,2403,0,0,0,0,3,9.76,
def-pre-position-mobile-reserve,medium,2,stall,loss,32,2403,0,0,0,0,3,9.76,
def-pre-position-mobile-reserve,medium,3,stall,loss,32,2403,0,0,0,0,3,9.76,
def-pre-position-mobile-reserve,medium,4,stall,loss,32,2403,0,0,0,0,3,9.76,
def-pre-position-mobile-reserve,hard,1,stall,loss,27,1908,0,0,0,0,3,9.76,
def-pre-position-mobile-reserve,hard,2,stall,loss,28,2013,0,0,0,0,3,9.76,
def-pre-position-mobile-reserve,hard,3,stall,loss,27,1908,0,0,0,0,3,9.76,
def-pre-position-mobile-reserve,hard,4,stall,loss,28,2013,0,0,0,0,3,9.76,
def-reinforce-the-breach,easy,1,stall,loss,27,2433,0,0,0,0,4,17.82,
def-reinforce-the-breach,easy,2,stall,loss,27,2433,0,0,0,0,4,17.82,
def-reinforce-the-breach,easy,3,stall,loss,27,2433,0,0,0,0,4,17.82,
def-reinforce-the-breach,easy,4,stall,loss,27,2433,0,0,0,0,4,17.82,
def-reinforce-the-breach,medium,1,stall,loss,27,2433,0,0,0,0,4,17.82,
def-reinforce-the-breach,medium,2,stall,loss,27,2433,0,0,0,0,4,17.82,
def-reinforce-the-breach,medium,3,stall,loss,27,2433,0,0,0,0,4,17.82,
def-reinforce-the-breach,medium,4,stall,loss,27,2433,0,0,0,0,4,17.82,
def-reinforce-the-breach,hard,1,stall,loss,22,1983,0,0,0,0,2,6.05,
def-reinforce-the-breach,hard,2,stall,loss,22,1983,0,0,0,0,1,5.99,
def-reinforce-the-breach,hard,3,stall,loss,22,1983,0,0,0,0,2,6.05,
def-reinforce-the-breach,hard,4,stall,loss,22,1983,0,0,0,0,1,5.99,
def-retreat-and-rebuild,easy,1,stall,loss,52,4578,1600,0,1600,5,0,4.95,
def-retreat-and-rebuild,easy,2,stall,loss,52,4578,1600,0,1600,5,0,4.95,
def-retreat-and-rebuild,easy,3,stall,loss,52,4578,1600,0,1600,5,0,4.95,
def-retreat-and-rebuild,easy,4,stall,loss,52,4578,1600,0,1600,5,0,4.95,
def-retreat-and-rebuild,medium,1,stall,loss,54,4548,1600,0,1600,8,0,4.97,
def-retreat-and-rebuild,medium,2,stall,loss,54,4548,1600,0,1600,8,0,4.97,
def-retreat-and-rebuild,medium,3,stall,loss,54,4548,1600,0,1600,8,0,4.97,
def-retreat-and-rebuild,medium,4,stall,loss,54,4548,1600,0,1600,8,0,4.97,
def-retreat-and-rebuild,hard,1,stall,loss,53,4563,1600,0,1600,8,0,5.13,
def-retreat-and-rebuild,hard,2,stall,loss,53,4503,1600,0,1600,8,0,4.95,
def-retreat-and-rebuild,hard,3,stall,loss,53,4563,1600,0,1600,8,0,5.13,
def-retreat-and-rebuild,hard,4,stall,loss,53,4503,1600,0,1600,8,0,4.95,
def-stance-mgmt-hold-then-attack,easy,1,stall,loss,50,4503,0,0,0,0,3,8.3,
def-stance-mgmt-hold-then-attack,easy,2,stall,loss,50,4503,0,0,0,0,3,8.3,
def-stance-mgmt-hold-then-attack,easy,3,stall,loss,50,4503,0,0,0,0,3,8.3,
def-stance-mgmt-hold-then-attack,easy,4,stall,loss,50,4503,0,0,0,0,3,8.3,
def-stance-mgmt-hold-then-attack,medium,1,stall,loss,50,4503,0,0,0,0,3,8.44,
def-stance-mgmt-hold-then-attack,medium,2,stall,loss,50,4503,0,0,0,0,3,8.44,
def-stance-mgmt-hold-then-attack,medium,3,stall,loss,50,4503,0,0,0,0,3,8.44,
def-stance-mgmt-hold-then-attack,medium,4,stall,loss,50,4503,0,0,0,0,3,8.44,
def-stance-mgmt-hold-then-attack,hard,1,stall,loss,50,4503,0,0,0,0,3,8.55,
def-stance-mgmt-hold-then-attack,hard,2,stall,loss,50,4503,0,0,0,0,3,8.44,
def-stance-mgmt-hold-then-attack,hard,3,stall,loss,50,4503,0,0,0,0,3,8.55,
def-stance-mgmt-hold-then-attack,hard,4,stall,loss,50,4503,0,0,0,0,3,8.44,
def-surprise-flank-react,easy,1,stall,loss,28,1938,800,0,800,0,4,10.63,
def-surprise-flank-react,easy,2,stall,loss,28,1938,800,0,800,0,4,10.63,
def-surprise-flank-react,easy,3,stall,loss,28,1938,800,0,800,0,4,10.63,
def-surprise-flank-react,easy,4,stall,loss,28,1938,800,0,800,0,4,10.63,
def-surprise-flank-react,medium,1,stall,loss,25,1788,800,0,800,0,4,10.95,
def-surprise-flank-react,medium,2,stall,loss,25,1788,800,0,800,0,4,10.95,
def-surprise-flank-react,medium,3,stall,loss,25,1788,800,0,800,0,4,10.95,
def-surprise-flank-react,medium,4,stall,loss,25,1788,800,0,800,0,4,10.95,
def-surprise-flank-react,hard,1,stall,loss,27,1893,800,0,800,0,4,11.97,
def-surprise-flank-react,hard,2,stall,loss,27,1863,800,0,800,0,4,11.97,
def-surprise-flank-react,hard,3,stall,loss,27,1893,800,0,800,0,4,11.97,
def-surprise-flank-react,hard,4,stall,loss,27,1863,800,0,800,0,4,11.97,
def-tower-line-vs-cluster,easy,1,stall,loss,55,4953,2400,0,2400,0,1,8.69,
def-tower-line-vs-cluster,easy,2,stall,loss,55,4953,2400,0,2400,0,1,8.69,
def-tower-line-vs-cluster,easy,3,stall,loss,55,4953,2400,0,2400,0,1,8.69,
def-tower-line-vs-cluster,easy,4,stall,loss,55,4953,2400,0,2400,0,1,8.69,
def-tower-line-vs-cluster,medium,1,stall,loss,27,2433,2400,0,2400,1,0,4.76,
def-tower-line-vs-cluster,medium,2,stall,loss,27,2433,2400,0,2400,1,0,4.76,
def-tower-line-vs-cluster,medium,3,stall,loss,27,2433,2400,0,2400,1,0,4.76,
def-tower-line-vs-cluster,medium,4,stall,loss,27,2433,2400,0,2400,1,0,4.76,
def-tower-line-vs-cluster,hard,1,stall,loss,70,6303,2400,0,2400,0,0,4.37,
def-tower-line-vs-cluster,hard,2,stall,loss,25,2253,2400,0,2400,0,0,4.81,
def-tower-line-vs-cluster,hard,3,stall,loss,70,6303,2400,0,2400,0,0,4.37,
def-tower-line-vs-cluster,hard,4,stall,loss,25,2253,2400,0,2400,0,0,4.81,
def-walls-vs-towers,easy,1,stall,loss,44,3963,2400,0,2400,0,0,3.94,
def-walls-vs-towers,easy,2,stall,loss,44,3963,2400,0,2400,0,0,3.94,
def-walls-vs-towers,easy,3,stall,loss,44,3963,2400,0,2400,0,0,3.94,
def-walls-vs-towers,easy,4,stall,loss,44,3963,2400,0,2400,0,0,3.94,
def-walls-vs-towers,medium,1,stall,loss,38,3423,2400,0,2400,0,0,4.46,
def-walls-vs-towers,medium,2,stall,loss,38,3423,2400,0,2400,0,0,4.46,
def-walls-vs-towers,medium,3,stall,loss,38,3423,2400,0,2400,0,0,4.46,
def-walls-vs-towers,medium,4,stall,loss,38,3423,2400,0,2400,0,0,4.46,
def-walls-vs-towers,hard,1,stall,loss,36,3243,3000,0,3000,0,0,4.61,
def-walls-vs-towers,hard,2,stall,loss,35,3153,3000,0,3000,0,0,4.61,
def-walls-vs-towers,hard,3,stall,loss,36,3243,3000,0,3000,0,0,4.61,
def-walls-vs-towers,hard,4,stall,loss,35,3153,3000,0,3000,0,0,4.61,
def-while-building,easy,1,stall,loss,9,813,1800,0,1800,0,0,9.93,
def-while-building,easy,2,stall,loss,9,813,1800,0,1800,0,0,9.93,
def-while-building,easy,3,stall,loss,9,813,1800,0,1800,0,0,9.93,
def-while-building,easy,4,stall,loss,9,813,1800,0,1800,0,0,9.93,
def-while-building,medium,1,stall,loss,9,813,1800,0,1800,0,0,9.93,
def-while-building,medium,2,stall,loss,9,813,1800,0,1800,0,0,9.93,
def-while-building,medium,3,stall,loss,9,813,1800,0,1800,0,0,9.93,
def-while-building,medium,4,stall,loss,9,813,1800,0,1800,0,0,9.93,
def-while-building,hard,1,stall,loss,12,1083,1800,0,1800,0,0,9.93,
def-while-building,hard,2,stall,loss,12,1083,1800,0,1800,0,0,9.93,
def-while-building,hard,3,stall,loss,12,1083,1800,0,1800,0,0,9.93,
def-while-building,hard,4,stall,loss,12,1083,1800,0,1800,0,0,9.93,
def-with-ambush,easy,1,stall,win,17,723,0,0,0,6,2,11.55,
def-with-ambush,easy,2,stall,win,17,723,0,0,0,6,2,11.55,
def-with-ambush,easy,3,stall,win,17,723,0,0,0,6,2,11.55,
def-with-ambush,easy,4,stall,win,17,723,0,0,0,6,2,11.55,
def-with-ambush,medium,1,stall,win,17,678,0,0,0,8,1,11.99,
def-with-ambush,medium,2,stall,win,17,678,0,0,0,8,1,11.99,
def-with-ambush,medium,3,stall,win,17,678,0,0,0,8,1,11.99,
def-with-ambush,medium,4,stall,win,17,678,0,0,0,8,1,11.99,
def-with-ambush,hard,1,stall,win,17,678,0,0,0,8,1,10.67,
def-with-ambush,hard,2,stall,win,17,678,0,0,0,8,1,11.15,
def-with-ambush,hard,3,stall,win,17,678,0,0,0,8,1,10.67,
def-with-ambush,hard,4,stall,win,17,678,0,0,0,8,1,11.15,
defense-rush-survive,easy,1,stall,loss,30,2493,1800,0,1800,0,0,6.44,
defense-rush-survive,easy,2,stall,loss,30,2493,1800,0,1800,0,0,6.44,
defense-rush-survive,easy,3,stall,loss,30,2493,1800,0,1800,0,0,6.44,
defense-rush-survive,easy,4,stall,loss,30,2493,1800,0,1800,0,0,6.44,
defense-rush-survive,medium,1,stall,loss,18,1353,1800,0,1800,0,0,5.68,
defense-rush-survive,medium,2,stall,loss,18,1353,1800,0,1800,0,0,5.68,
defense-rush-survive,medium,3,stall,loss,18,1353,1800,0,1800,0,0,5.68,
defense-rush-survive,medium,4,stall,loss,18,1353,1800,0,1800,0,0,5.68,
defense-rush-survive,hard,1,stall,loss,42,3288,1800,0,1800,12,0,5.56,
defense-rush-survive,hard,2,stall,loss,42,3288,1800,0,1800,12,0,5.45,
defense-rush-survive,hard,3,stall,loss,42,3288,1800,0,1800,12,0,5.56,
defense-rush-survive,hard,4,stall,loss,42,3288,1800,0,1800,12,0,5.45,
econ-burn-rate-management,easy,1,stall,loss,14,1263,4790,210,5000,0,0,4.67,
econ-burn-rate-management,easy,2,stall,loss,14,1263,4790,210,5000,0,0,4.67,
econ-burn-rate-management,easy,3,stall,loss,14,1263,4790,210,5000,0,0,4.67,
econ-burn-rate-management,easy,4,stall,loss,14,1263,4790,210,5000,0,0,4.67,
econ-burn-rate-management,medium,1,stall,loss,12,1083,4200,300,4500,0,0,4.67,
econ-burn-rate-management,medium,2,stall,loss,12,1083,4200,300,4500,0,0,4.67,
econ-burn-rate-management,medium,3,stall,loss,12,1083,4200,300,4500,0,0,4.67,
econ-burn-rate-management,medium,4,stall,loss,12,1083,4200,300,4500,0,0,4.67,
econ-burn-rate-management,hard,1,stall,loss,11,993,2270,230,2500,0,0,4.32,
econ-burn-rate-management,hard,2,stall,loss,11,993,3670,255,3925,0,0,4.44,
econ-burn-rate-management,hard,3,stall,loss,11,993,2270,230,2500,0,0,4.32,
econ-burn-rate-management,hard,4,stall,loss,11,993,3670,255,3925,0,0,4.44,
econ-buy-vs-build-decision,easy,1,stall,loss,19,1533,3400,0,3400,0,0,7.02,
econ-buy-vs-build-decision,easy,2,stall,loss,19,1533,3400,0,3400,0,0,7.02,
econ-buy-vs-build-decision,easy,3,stall,loss,19,1533,3400,0,3400,0,0,7.02,
econ-buy-vs-build-decision,easy,4,stall,loss,19,1533,3400,0,3400,0,0,7.02,
econ-buy-vs-build-decision,medium,1,stall,loss,22,1578,3400,0,3400,0,0,7.13,
econ-buy-vs-build-decision,medium,2,stall,loss,22,1578,3400,0,3400,0,0,7.13,
econ-buy-vs-build-decision,medium,3,stall,loss,22,1578,3400,0,3400,0,0,7.13,
econ-buy-vs-build-decision,medium,4,stall,loss,22,1578,3400,0,3400,0,0,7.13,
econ-buy-vs-build-decision,hard,1,stall,loss,24,1668,3400,0,3400,0,0,7.24,
econ-buy-vs-build-decision,hard,2,stall,loss,24,1668,3400,0,3400,0,0,7.24,
econ-buy-vs-build-decision,hard,3,stall,loss,24,1668,3400,0,3400,0,0,7.24,
econ-buy-vs-build-decision,hard,4,stall,loss,24,1668,3400,0,3400,0,0,7.24,
econ-cash-reserve-management,easy,1,stall,loss,60,5403,17000,0,17000,0,0,4.55,
econ-cash-reserve-management,easy,2,stall,loss,60,5403,17000,0,17000,0,0,4.55,
econ-cash-reserve-management,easy,3,stall,loss,60,5403,17000,0,17000,0,0,4.55,
econ-cash-reserve-management,easy,4,stall,loss,60,5403,17000,0,17000,0,0,4.55,
econ-cash-reserve-management,medium,1,stall,loss,9,813,3500,0,3500,0,0,3.63,
econ-cash-reserve-management,medium,2,stall,loss,9,813,3500,0,3500,0,0,3.63,
econ-cash-reserve-management,medium,3,stall,loss,9,813,3500,0,3500,0,0,3.63,
econ-cash-reserve-management,medium,4,stall,loss,9,813,3500,0,3500,0,0,3.63,
econ-cash-reserve-management,hard,1,stall,loss,12,1083,4500,0,4500,0,0,3.41,
econ-cash-reserve-management,hard,2,stall,loss,12,1083,4500,0,4500,0,0,3.46,
econ-cash-reserve-management,hard,3,stall,loss,12,1083,4500,0,4500,0,0,3.41,
econ-cash-reserve-management,hard,4,stall,loss,12,1083,4500,0,4500,0,0,3.46,
econ-contention-with-enemy,easy,1,stall,loss,10,903,2500,0,2500,0,2,5.29,
econ-contention-with-enemy,easy,2,stall,loss,10,903,2500,0,2500,0,2,5.29,
econ-contention-with-enemy,easy,3,stall,loss,10,903,2500,0,2500,0,2,5.29,
econ-contention-with-enemy,easy,4,stall,loss,10,903,2500,0,2500,0,2,5.29,
econ-contention-with-enemy,medium,1,stall,loss,12,1083,3500,0,3500,0,2,5.87,
econ-contention-with-enemy,medium,2,stall,loss,12,1083,3500,0,3500,0,2,5.87,
econ-contention-with-enemy,medium,3,stall,loss,12,1083,3500,0,3500,0,2,5.87,
econ-contention-with-enemy,medium,4,stall,loss,12,1083,3500,0,3500,0,2,5.87,
econ-contention-with-enemy,hard,1,stall,loss,15,1353,4500,0,4500,0,2,5.71,
econ-contention-with-enemy,hard,2,stall,loss,15,1353,4000,0,4000,0,2,5.76,
econ-contention-with-enemy,hard,3,stall,loss,15,1353,4500,0,4500,0,2,5.71,
econ-contention-with-enemy,hard,4,stall,loss,15,1353,4000,0,4000,0,2,5.76,
econ-contested-expansion,easy,1,stall,loss,45,4053,5000,0,5000,0,0,5.05,
econ-contested-expansion,easy,2,stall,loss,45,4053,5000,0,5000,0,0,5.05,
econ-contested-expansion,easy,3,stall,loss,45,4053,5000,0,5000,0,0,5.05,
econ-contested-expansion,easy,4,stall,loss,45,4053,5000,0,5000,0,0,5.05,
