pack,tier,seed,outcome,bucket,subbucket,evidence,recommendation,sample_size
econ-contested-expansion,hard,1,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.75 after 46 turns, kills=2 lost=0 cash=200; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,4
econ-contested-expansion,hard,2,loss,MODEL,M.4,"close miss: progress=0.85, kills=2, lost=1, cash=2751, turns=46; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),4
econ-contested-expansion,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 46 turns, kills=2 lost=1 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-contested-expansion,hard,4,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.75 after 46 turns, kills=1 lost=0 cash=0; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,4
econ-deny-enemy-expansion,medium,1,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 13 turns, kills=0 lost=4 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-deny-enemy-expansion,hard,2,loss,MODEL,M.2,"wrong tactic: progress=0.62 after 12 turns, kills=0 lost=3 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),3
econ-deny-enemy-expansion,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 12 turns, kills=0 lost=4 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),3
econ-deny-enemy-expansion,hard,4,loss,MODEL,M.2,"wrong tactic: progress=0.62 after 12 turns, kills=0 lost=3 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),3
econ-expansion-timing,easy,1,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 31 turns, kills=0 lost=0 cash=101; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-expansion-timing,hard,1,loss,MODEL,M.4,"close miss: progress=1.00, kills=0, lost=0, cash=10039, turns=51; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),4
econ-expansion-timing,hard,2,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 51 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-expansion-timing,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 51 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-expansion-timing,hard,4,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 51 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-far-patch-vs-near-patch,easy,1,loss,MODEL,M.1,"passivity: 23/51 turns were observe-only (45%); progress=0.67, kills=0, lost=0, final_tick=4503",Accept as model passivity gap (legitimate eval signal),1
econ-far-patch-vs-near-patch,medium,1,loss,MODEL,M.2,"wrong tactic: progress=0.70 after 51 turns, kills=0 lost=0 cash=500; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-far-patch-vs-near-patch,hard,1,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 51 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-far-patch-vs-near-patch,hard,2,loss,MODEL,M.2,"wrong tactic: progress=0.53 after 51 turns, kills=0 lost=0 cash=525; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-far-patch-vs-near-patch,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 51 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-far-patch-vs-near-patch,hard,4,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 51 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-harvester-defense-raid,easy,1,loss,MODEL,M.1,"passivity: 10/24 turns were observe-only (42%); progress=0.67, kills=0, lost=1, final_tick=2073",Accept as model passivity gap (legitimate eval signal),1
econ-harvester-defense-raid,hard,1,loss,MODEL,M.4,"close miss: progress=1.00, kills=3, lost=0, cash=2500, turns=49; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),3
econ-harvester-defense-raid,hard,2,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 32 turns, kills=1 lost=1 cash=2000; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),3
econ-harvester-defense-raid,hard,4,loss,MODEL,M.1,"passivity: 19/28 turns were observe-only (68%); progress=0.67, kills=1, lost=1, final_tick=2433",Accept as model passivity gap (legitimate eval signal),3
econ-harvester-pathing-optimization,easy,1,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.85 after 51 turns, kills=0 lost=0 cash=1000; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,1
econ-harvester-pathing-optimization,medium,1,loss,MODEL,M.4,"close miss: progress=0.90, kills=0, lost=0, cash=2500, turns=51; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),1
econ-harvester-pathing-optimization,hard,1,loss,MODEL,M.2,"wrong tactic: progress=0.59 after 51 turns, kills=0 lost=0 cash=1800; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-harvester-pathing-optimization,hard,2,loss,MODEL,M.2,"wrong tactic: progress=0.56 after 51 turns, kills=0 lost=0 cash=1200; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-harvester-pathing-optimization,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 51 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-harvester-pathing-optimization,hard,4,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 51 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-mine-and-grow,easy,1,loss,MODEL,M.1,"passivity: 24/41 turns were observe-only (59%); progress=0.67, kills=0, lost=0, final_tick=3603",Accept as model passivity gap (legitimate eval signal),1
econ-mine-and-grow,hard,1,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.71 after 41 turns, kills=0 lost=0 cash=600; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,4
econ-mine-and-grow,hard,2,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 41 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-mine-and-grow,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.37 after 41 turns, kills=0 lost=0 cash=600; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-mine-and-grow,hard,4,loss,MODEL,M.2,"wrong tactic: progress=0.37 after 41 turns, kills=0 lost=0 cash=600; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-multi-patch-allocation,easy,1,loss,MODEL,M.2,"wrong tactic: progress=0.33 after 41 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-multi-patch-allocation,medium,1,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 41 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-multi-patch-allocation,hard,1,loss,MODEL,M.2,"wrong tactic: progress=0.33 after 41 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-multi-patch-allocation,hard,2,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 41 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-multi-patch-allocation,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 41 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-multi-patch-allocation,hard,4,loss,MODEL,M.2,"wrong tactic: progress=0.35 after 41 turns, kills=0 lost=0 cash=211; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-overflow-to-silos,medium,1,loss,MODEL,M.4,"close miss: progress=0.94, kills=0, lost=0, cash=15471, turns=22; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),1
econ-overflow-to-silos,hard,1,loss,MODEL,M.1,"passivity: 8/22 turns were observe-only (36%); progress=0.87, kills=0, lost=0, final_tick=1893",Accept as model passivity gap (legitimate eval signal),4
econ-overflow-to-silos,hard,2,loss,MODEL,M.2,"wrong tactic: progress=0.69 after 22 turns, kills=0 lost=0 cash=2500; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-overflow-to-silos,hard,3,loss,MODEL,M.1,"passivity: 21/22 turns were observe-only (95%); progress=0.96, kills=0, lost=0, final_tick=1893",Accept as model passivity gap (legitimate eval signal),4
econ-overflow-to-silos,hard,4,loss,MODEL,M.4,"close miss: progress=0.94, kills=0, lost=0, cash=15021, turns=22; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),4
econ-protect-harvester-route,easy,1,loss,MODEL,M.2,"wrong tactic: progress=0.60 after 20 turns, kills=0 lost=1 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-protect-harvester-route,medium,1,draw,SCENARIO,S.3,medium:1 draw at turn 36 (kills=2 lost=0 progress=0.80); fail_condition does not bite on the deadline-without-completion frame,Add explicit fail_condition any_of with after_ticks + not full_objective so stall is LOSS not DRAW,1
econ-protect-harvester-route,hard,1,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.80 after 61 turns, kills=1 lost=0 cash=0; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,4
econ-protect-harvester-route,hard,2,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.80 after 61 turns, kills=1 lost=0 cash=0; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,4
econ-protect-harvester-route,hard,3,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.80 after 61 turns, kills=1 lost=0 cash=0; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,4
econ-protect-harvester-route,hard,4,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.80 after 61 turns, kills=1 lost=0 cash=0; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,4
econ-quantitative-vs-qualitative-spend,medium,1,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 25 turns, kills=0 lost=2 cash=4500; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-quantitative-vs-qualitative-spend,hard,1,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 6 turns, kills=0 lost=0 cash=4500; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-quantitative-vs-qualitative-spend,hard,2,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.78 after 15 turns, kills=2 lost=2 cash=4400; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,4
econ-quantitative-vs-qualitative-spend,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 6 turns, kills=0 lost=0 cash=4500; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-quantitative-vs-qualitative-spend,hard,4,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.72 after 6 turns, kills=1 lost=2 cash=4400; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,4
econ-recover-from-zero-cash,easy,1,loss,MODEL,M.2,"wrong tactic: progress=0.65 after 71 turns, kills=0 lost=0 cash=400; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-recover-from-zero-cash,medium,1,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 71 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-recover-from-zero-cash,hard,1,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 71 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-recover-from-zero-cash,hard,2,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 71 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-recover-from-zero-cash,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 71 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-recover-from-zero-cash,hard,4,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 71 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-replace-dead-harvester,hard,1,loss,MODEL,M.4,"close miss: progress=1.00, kills=3, lost=0, cash=2401, turns=61; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),3
econ-replace-dead-harvester,hard,3,loss,MODEL,M.4,"close miss: progress=1.00, kills=3, lost=0, cash=0, turns=61; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),3
econ-replace-dead-harvester,hard,4,loss,MODEL,M.4,"close miss: progress=1.00, kills=3, lost=0, cash=0, turns=61; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),3
econ-resource-trade-with-self,easy,1,loss,MODEL,M.4,"close miss: progress=0.90, kills=0, lost=0, cash=3900, turns=31; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),1
econ-resource-trade-with-self,medium,1,loss,MODEL,M.2,"wrong tactic: progress=0.47 after 20 turns, kills=0 lost=0 cash=3000; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-resource-trade-with-self,hard,1,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 51 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),2
econ-resource-trade-with-self,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.70 after 51 turns, kills=0 lost=0 cash=900; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),2
econ-second-base-race,easy,1,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 41 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-second-base-race,medium,1,loss,MODEL,M.1,"passivity: 27/41 turns were observe-only (66%); progress=0.70, kills=0, lost=0, final_tick=3603",Accept as model passivity gap (legitimate eval signal),1
econ-second-base-race,hard,1,loss,MODEL,M.2,"wrong tactic: progress=0.36 after 41 turns, kills=0 lost=0 cash=2000; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),3
econ-second-base-race,hard,2,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 41 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),3
econ-second-base-race,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.63 after 41 turns, kills=0 lost=0 cash=2195; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),3
econ-silo-vs-spend,easy,1,loss,MODEL,M.1,"passivity: 19/21 turns were observe-only (90%); progress=0.50, kills=0, lost=0, final_tick=1803",Accept as model passivity gap (legitimate eval signal),1
econ-silo-vs-spend,hard,1,loss,MODEL,M.1,"passivity: 13/15 turns were observe-only (87%); progress=0.50, kills=0, lost=0, final_tick=1263",Accept as model passivity gap (legitimate eval signal),2
econ-silo-vs-spend,hard,3,loss,MODEL,M.1,"passivity: 11/15 turns were observe-only (73%); progress=0.50, kills=0, lost=0, final_tick=1263",Accept as model passivity gap (legitimate eval signal),2
econ-startup-from-scratch,easy,1,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 51 turns, kills=0 lost=1 cash=1900; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-startup-from-scratch,medium,1,loss,MODEL,M.1,"passivity: 16/41 turns were observe-only (39%); progress=0.50, kills=0, lost=1, final_tick=3603",Accept as model passivity gap (legitimate eval signal),1
econ-startup-from-scratch,hard,1,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 46 turns, kills=0 lost=1 cash=1900; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-startup-from-scratch,hard,2,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 46 turns, kills=0 lost=1 cash=1900; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-startup-from-scratch,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 46 turns, kills=0 lost=1 cash=1900; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-startup-from-scratch,hard,4,loss,MODEL,M.1,"passivity: 14/46 turns were observe-only (30%); progress=0.50, kills=0, lost=1, final_tick=4053",Accept as model passivity gap (legitimate eval signal),4
econ-target-cash-amount-by-deadline,easy,1,loss,MODEL,M.2,"wrong tactic: progress=0.33 after 31 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-target-cash-amount-by-deadline,medium,1,loss,MODEL,M.2,"wrong tactic: progress=0.33 after 51 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-target-cash-amount-by-deadline,hard,1,loss,MODEL,M.2,"wrong tactic: progress=0.33 after 46 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-target-cash-amount-by-deadline,hard,2,loss,MODEL,M.1,"passivity: 14/46 turns were observe-only (30%); progress=0.66, kills=0, lost=0, final_tick=4053",Accept as model passivity gap (legitimate eval signal),4
econ-target-cash-amount-by-deadline,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.33 after 46 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-target-cash-amount-by-deadline,hard,4,loss,MODEL,M.2,"wrong tactic: progress=0.66 after 46 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
econ-tech-vs-expand-decision,easy,1,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 31 turns, kills=0 lost=0 cash=1; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-tech-vs-expand-decision,medium,1,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 41 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
econ-tech-vs-expand-decision,hard,3,loss,MODEL,M.4,"close miss: progress=0.91, kills=0, lost=0, cash=8652, turns=51; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),2
econ-tech-vs-expand-decision,hard,4,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 51 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),2
economy-force-buildup,easy,1,loss,MODEL,M.2,"wrong tactic: progress=0.67 after 31 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
economy-force-buildup,medium,1,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.70 after 29 turns, kills=0 lost=0 cash=0; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,1
economy-force-buildup,hard,1,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 25 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
economy-force-buildup,hard,2,loss,MODEL,M.1,"passivity: 11/25 turns were observe-only (44%); progress=0.50, kills=0, lost=0, final_tick=2163",Accept as model passivity gap (legitimate eval signal),4
economy-force-buildup,hard,3,loss,MODEL,M.1,"passivity: 18/25 turns were observe-only (72%); progress=0.50, kills=0, lost=0, final_tick=2163",Accept as model passivity gap (legitimate eval signal),4
economy-force-buildup,hard,4,loss,MODEL,M.1,"passivity: 12/25 turns were observe-only (48%); progress=0.50, kills=0, lost=0, final_tick=2163",Accept as model passivity gap (legitimate eval signal),4
economy-harvest-investment,easy,1,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.75 after 81 turns, kills=0 lost=0 cash=0; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,1
economy-harvest-investment,medium,1,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.75 after 81 turns, kills=0 lost=0 cash=0; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,1
economy-harvest-investment,hard,1,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.77 after 91 turns, kills=0 lost=0 cash=855; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,4
economy-harvest-investment,hard,2,loss,MODEL,M.1,"passivity: 32/91 turns were observe-only (35%); progress=0.77, kills=0, lost=0, final_tick=8103",Accept as model passivity gap (legitimate eval signal),4
economy-harvest-investment,hard,3,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.75 after 91 turns, kills=0 lost=0 cash=0; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,4
economy-harvest-investment,hard,4,loss,MODEL,M.5,"fixated on subtask / partial execution: progress=0.76 after 91 turns, kills=0 lost=0 cash=172; reached 70-85% of win threshold but did not close the gap (likely one sub-objective ignored)",Accept as model focus-failure gap,4
economy-harvest-timebox,easy,1,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 21 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
