"pack","level","capability","map_name","map_size","map_fit","tools","agent_force","enemy_force","enemy_posture","posture_issue","briefing_RA","win_condition","lose_condition","max_turns","tick_budget"
"def-reinforce-the-breach","medium","action","rush-hour-arena","128x40","large-trivial","observe, move_units, attack_unit, attack_move, stop","Same defence layout","Same composition; same breach wave on SOUTH lane at tick 450","hunt st3; scheduled_events tick 450","","Commander, this is a reactive-reserve drill with a stricter intercept floor. Same two-lane defence (north and south, two-tank garrison each) and central four-tank reserve. Mid-episode ONE lane is breached by a heavier wave — react to whichever one. Shift the reserve forward into the breached lane (FOUR tanks in its intercept disc — the garrison alone can no longer fill the floor), four tanks alive, within about 27 turns. Committing to the quiet lane leaves the breach two tanks short.","After tick 720: ≥4 tanks in (62,28) r=12 AND ≥4 alive, within 2400 ticks.","Fewer than 1 tank alive, or deadline (2401 ticks).","40","3603"
"def-reinforce-the-breach","hard","action","rush-hour-arena","128x40","large-trivial","observe, move_units, attack_unit, attack_move, stop","Reserve start column flips x=40 or x=50 by seed; garrisons fixed","Same breach wave on SOUTH lane at tick 450; tighter deadline","hunt st3; scheduled_events tick 450","","Commander, this is a reactive-reserve drill with seed-varied staging and a tight deadline. Same two-lane defence; reserve start column varies by seed. Mid-episode one lane is breached — react fast. Four tanks in the breached lane's intercept disc, four alive, within about 22 turns (tight). Centre-hold, quiet-lane commit, and stall all lose.","After tick 720: ≥4 tanks in (62,28) r=12 AND ≥4 alive, within 1900 ticks.","Fewer than 1 tank alive, or deadline (1901 ticks).","30","2703"
"def-retreat-and-rebuild","easy","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, deploy, move_units, attack_unit, attack_move, stop","FORWARD base (mid-map): fact @(40,20) + proc @(44,20) + tent + 2× rifle defenders; SAFE zone (deep west): 1× MCV @(10,20) + Power Plant + 1× rifle garrison; $1600","4× rifle + 1× rocket infantry @(100/102, 20) st3 (rusher); sentinel fact @(125,20)","rusher st3; matches briefing","","Commander, this is a strategic withdrawal drill. A rusher band — four rifles and one rocket soldier — closes on your FORWARD base at (40,20). The forward base CANNOT be held inside the deadline — the rocket alone razes the yard. A parked MCV waits at the deeper SAFE zone (10,20) beside a power plant. Retreat: let the forward base fall, deploy the MCV to spawn a new Construction Yard, and build an Ore Refinery (`proc`) inside the safe disc around (10,20). One unit alive, within about 50 turns.","Fact AND proc both in (10,20) r=8 AND ≥1 own unit alive, within 4500 ticks.","All Construction Yards destroyed, or deadline (4501 ticks).","60","5403"
"def-retreat-and-rebuild","medium","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, deploy, move_units, attack_unit, attack_move, stop","Same forward base + safe zone + $1600","6× rifle + 2× rocket infantry @(100/102, 20) st3 — heavier rush","rusher st3; matches briefing","","Commander, this is a strategic withdrawal drill with a heavier band. Six rifles and two rocket soldiers overrun the forward base in roughly 15 turns of fire. Retreat: deploy your MCV at the deep safe zone (10,20) and build a refinery there. Yard and refinery in the safe disc, one unit alive, within about 50 turns.","Fact AND proc both in (10,20) r=8 AND ≥1 own unit alive, within 4500 ticks.","All Construction Yards destroyed, or deadline (4501 ticks).","60","5403"
"def-retreat-and-rebuild","hard","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, deploy, move_units, attack_unit, attack_move, stop","Both forward base AND safe-zone MCV flip to seed-chosen latitude (NORTH y=14 or SOUTH y=26)","Rusher bands at BOTH latitudes (per CLAUDE.md enemy don't honour spawn_point); on-latitude band converges","rusher st3; matches briefing","","Commander, this is a strategic withdrawal drill with seed-rotated staging. Your forward base and your deeper safe-zone MCV are both at a SEED-CHOSEN latitude (NORTH y=14 or SOUTH y=26). Rusher bands hit both latitudes; the forward base CANNOT be held. Retreat, deploy the MCV, and build a refinery — both inside the safe disc around YOUR matched safe zone (NORTH (10,14) OR SOUTH (10,26), radius 8). One unit alive, within about 50 turns.","Fact AND proc in the matching safe-zone disc AND ≥1 own unit alive, within 4500 ticks.","All Construction Yards destroyed, or deadline (4501 ticks).","60","5403"
"def-stance-mgmt-hold-then-attack","easy","action","rush-hour-arena","128x40","large-trivial","observe, move_units, attack_unit, attack_move, stop, set_stance","Construction Yard @(10,20) + 4× medium tank @(35-36, 19-21) on HOLD-FIRE (stance:0 — will NOT fire even when shot at)","6× rifle infantry @(90,20) on Attack-Anything (rusher bot); sentinel fact @(108,20)","rusher st3 (matches); defenders st0 HoldFire intentional — stance flip is the test","","Commander, this is an ambush trigger-discipline drill. Four medium tanks are pre-staged at (35-36, 19-21) — a choke between the inbound rush and your Construction Yard at (10,20). Their orders are HOLD-FIRE — they will NOT engage on their own, even when shot at. Six riflemen rush from (90,20). Call `set_stance` to lift engagement authority (flip to Defend or Attack-Anything) so the tanks auto-engage at cannon range and wipe the rush before it reaches the base. Four kills, three tanks alive, yard intact, within about 50 turns.","Yard standing AND ≥4 kills AND ≥3 tanks alive, within 4500 ticks.","Construction Yard destroyed, all tanks dead, or deadline (4501 ticks).","55","4953"
"def-stance-mgmt-hold-then-attack","medium","action","rush-hour-arena","128x40","large-trivial","observe, move_units, attack_unit, attack_move, stop, set_stance","Same defenders + yard","8× rifle infantry @(90,20) st3 — heavier rush","rusher st3; defenders st0 intentional","","Commander, this is an ambush trigger-discipline drill at heavier weight. Same four medium tanks at (35-36, 19-21) on HOLD-FIRE; same yard at (10,20). Eight riflemen rush this time. Flip the tanks to a fire-active stance so they auto-engage before the rush reaches you. Five kills, three tanks alive, yard intact, within about 50 turns.","Yard standing AND ≥5 kills AND ≥3 tanks alive, within 4500 ticks.","Construction Yard destroyed, all tanks dead, or deadline (4501 ticks).","55","4953"
"def-stance-mgmt-hold-then-attack","hard","action","rush-hour-arena","128x40","large-trivial","observe, move_units, attack_unit, attack_move, stop, set_stance","Defenders flip NORTH (y=18-20) or SOUTH (y=20-22) by seed; yard @(10,20)","8× rifle @(90,20) st3 — converges on whichever defender cluster is live","rusher st3; defenders st0 intentional","","Commander, this is an ambush trigger-discipline drill with seed-rotated staging. Same four HoldFire tanks at (35-36) — but their y-band flips north or south by seed. Eight riflemen rush from (90,20). Read the cluster's actual latitude from the observation, flip stance, and engage. Five kills, three tanks alive, yard intact, within about 50 turns.","Yard standing AND ≥5 kills AND ≥3 tanks alive, within 4500 ticks.","Construction Yard destroyed, all tanks dead, or deadline (4501 ticks).","55","4953"
"def-surprise-flank-react","easy","reasoning","arena (rocks-N)","128x40","wide","observe, move_units, attack_unit, attack_move, stop","Construction Yard @(20,20) (health 50%) + 2× pillbox PRE-BUILT on the NORTH face @(20/22, 14) (covers the announced threat axis) + 4× rifle defenders distributed around the yard on HOLD-FIRE","Initial NORTH lane EMPTY (intel said north but enemy bypassed). At tick 800, 4× rifle scheduled_events spawn SOUTH @(20,36) on st3; sentinel fact @(120,20)","rusher st3 spawned by scheduled_events at tick 800; matches briefing","","Commander, this is a misdirection-aware defence drill. Intel says the enemy will attack from the NORTH; a rocky band on the north edge backs that up, and two pillboxes are pre-built to cover it. Your yard at (20,20) is already damaged to 50% HP, with four rifle defenders distributed around it on HOLD-FIRE. Mid-episode a rifle rush actually arrives from the SOUTH (the open, undefended flank). Detect the spawn signal, leave the wrong-axis pillboxes silent, and commit the four defenders SOUTH to intercept before they reach the yard. Four kills, two own units alive, yard intact, within about 50 turns.","Yard standing AND ≥4 kills AND ≥2 own units alive, within 4500 ticks.","Construction Yard destroyed, fewer than 1 own unit, or deadline (4501 ticks).","50","4503"
"def-surprise-flank-react","medium","reasoning","arena (rocks-N)","128x40","wide","observe, move_units, attack_unit, attack_move, stop","Same pre-build + 4× defenders HoldFire + damaged yard","Two scheduled waves from SOUTH — tick 800 (4× rifle) AND tick 1400 (3× rifle); rusher st3","rusher st3 (scheduled_events at ticks 800 and 1400); matches briefing","","Commander, this is a misdirection-aware defence drill with two-wave SOUTH pressure. Same north-fortified base — pillboxes pre-built on the announced NORTH axis, four defenders on HoldFire, yard at 50% HP. Two south rushes: an initial wave mid-episode and a follow-up later. Detect the south axis, commit the defenders south, hold through both waves. Four kills, two own units alive, yard intact, within about 50 turns.","Yard standing AND ≥4 kills AND ≥2 own units alive, within 4500 ticks.","Construction Yard destroyed, fewer than 1 own unit, or deadline (4501 ticks).","50","4503"
"def-surprise-flank-react","hard","reasoning","arena (rocks-N)","128x40","wide","observe, move_units, attack_unit, attack_move, stop","Base flips between two locations @(20,20) or @(40,20) by seed; pre-built pillboxes follow; loss cap ≤2","Same two-wave south rush at tick 800 / 1400; rusher st3","rusher st3 (scheduled_events tick 800/1400); matches briefing","","Commander, this is a misdirection-aware defence drill with seed-rotated staging and a loss cap. Base location flips between (20,20) and (40,20) by seed; the pre-built north-facing pillboxes follow. Two south rushes hit (tick 800 + 1400). Detect, commit, and absorb both waves — losing more than two own units fails the cap. Four kills, two alive, ≤2 lost, yard intact, within about 50 turns.","Yard standing AND ≥4 kills AND ≥2 own units alive AND ≤2 lost, within 4500 ticks.","Construction Yard destroyed, fewer than 1 own unit, >2 lost, or deadline (4501 ticks).","50","4503"
"def-tower-line-vs-cluster","easy","reasoning","def-tower-lvsc-easy-arena (open)","112x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Construction Yard @(10,20) + Barracks + Power Plant + 4× row-decoy rifles at (12, 4/12/28/36) HoldFire; $2400","Scheduled at tick 2000: 4 squads of 3× rifle each at (95, 4/12/28/36) — wide-front attack on four rows; sentinel fact @(108,20)","scheduled wave st3 (rusher-like — converges on row decoys); matches briefing","","Commander, this is a defence-topology drill testing wide-front geometry. Four rifle squads (three each) advance west on four separate rows — y=4, 12, 28, 36 — each toward its own decoy rifleman on the same row at x=4. Your budget $2400 buys four pillboxes. Place one on each of the four attacker rows at x=60 so every squad walks into a pillbox's range. Clustering all four at the centre (y=20) leaves every row out of weapon range; the cluster kills nothing and the squads raze your yard. Eight kills, yard intact, within about 60 turns.","≥4 pillboxes built AND 1 in each of (60,4) (60,12) (60,28) (60,36) r=3 AND ≥8 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"def-tower-line-vs-cluster","medium","reasoning","def-tower-lvsc-medium-arena (chokepoint)","112x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Same base + corner rifle + $2400; chokepoint arena with walls at x=60 leaving only y=18..22 passable","8× rifle + 2× rocket infantry @(95/97, 20) st3 funneling through the single 5-cell corridor","attackers st3; matches briefing","","Commander, this is a defence-topology drill testing chokepoint geometry. A single 5-cell corridor at x=60, y=18..22 is the only way west. Ten attackers (eight rifles plus two rocket soldiers) must funnel through it to reach your yard at (10,20). Budget $2400 buys four pillboxes. Cluster all four inside the corridor so overlapping fire shreds the column at the choke. Spreading across rows the corridor doesn't reach is a wasted budget — and placement attempts on the wall water are rejected. Ten kills, yard intact, within about 60 turns.","≥4 pillboxes built AND ≥4 in (60,20) r=5 AND ≥10 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"def-tower-line-vs-cluster","hard","reasoning","arena 112x40 (open)","112x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Same base + $2400; OPEN arena (no walls) so both topologies are physically buildable","TWO enemy spawn_point groups by seed: (0) concentrated thrust 9×e1+2×e3 stacked at (90,20); (1) wide-front 4 squads of 3×e1 at y=4/12/28/36","enemy st3 (rusher-like); per-owner spawn_point on enemy side; matches briefing","","Commander, this is a defence-topology drill with seed-varied forcing geometry. The arena is open — both line and cluster are buildable. Enemy formation flips by seed: either a concentrated thrust through the centre (cluster wins) OR a wide-front spread across four rows (line wins). Read the spawn frame, then pick the topology that matches. Eight kills, yard intact, within about 70 turns.","≥4 pillboxes built AND topology matches the seeded geometry (cluster at (60,20) r=5 OR line at the four rows r=3 each) AND ≥8 kills AND yard standing, within 6300 ticks.","Construction Yard destroyed, or deadline (6301 ticks).","70","6303"
"def-walls-vs-towers","easy","reasoning","def-walls-vs-towers-easy-arena (open)","112x48","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Construction Yard @(10,20) + Barracks + 2× Power Plant + 1× corner non-combatant rifle; $2400 (no pre-placed defences)","Scheduled at tick 1800: 8× rifle @(60,20) st3 frontal rush; sentinel fact @(108,20)","scheduled wave st3 (rusher-like); matches briefing","","Commander, this is a defence-doctrine drill — towers, not walls. Eight riflemen will charge your Construction Yard from the east. Your $2400 buys either four ACTIVE pillboxes (range 5 cells, anti-infantry burst) or twelve INERT concrete walls. In the open the walls kill nothing and the rush walks around a thin barrier. Build four pillboxes wrapping the yard so their overlapping fire shreds the rush. Four kills, yard intact, within about 60 turns.","≥4 pillboxes built AND ≥4 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"def-walls-vs-towers","medium","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, stop","Same yard + Barracks + 2× Power Plant + corner rifle; $2400","16× rifle + 4× rocket infantry funneling at the yard from the east — single lane horde","horde st3; matches briefing","","Commander, this is a defence-doctrine drill — walls plus a tower, not towers alone. A massive horde — sixteen riflemen plus four rocket soldiers — funnels at your yard from the east on a single lane. $2400 buys about twelve walls OR four pillboxes. Neither alone works: pure walls kill nothing, pure pillboxes leave the horde un-channelised. Build a wall belt that channels the horde to a tight pass, with a pillbox at the choke to shred the queue. Ten kills, yard intact, within about 60 turns.","≥1 pillbox built AND ≥6 walls built AND ≥10 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"def-walls-vs-towers","hard","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, stop","Yard latitude flips NORTH (y=14) or SOUTH (y=26) by seed; $2400+","Heavy horde on the active latitude AND a separate probe on the opposite lane","horde + probe st3; matches briefing","","Commander, this is a defence-doctrine drill with mixed approach. Your yard flips NORTH or SOUTH by seed. A heavy infantry horde hits your current lane AND a separate probe hits the opposite lane. Allocate budget across BOTH postures: wall+pillbox choke for the horde, flanking pillbox for the probe. Build at least the pillbox count, the wall belt, AND clear the kill quota. Yard intact, within about 60 turns.","Pillbox count + wall count met AND kill quota met AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"def-while-building","easy","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, set_stance, stop","Construction Yard @(10,20) + Barracks + Power Plant + Ore Refinery + 4× medium tank @(14, 18-22) on HOLD-FIRE; cash for ~3 pbox","2× heavy tank @(45, 19/21) + 3× rifle @(47,20) st3 (Attack-Anything) already in play; sentinel fact @(120,20)","attackers st3 already in play; defenders st0 HoldFire intentional","","Commander, this is a defend-while-building drill. Two heavy tanks plus three riflemen are already attacking your base. Your four medium tanks at (14, 18-22) are on HOLD-FIRE — they won't engage on their own. Build THREE pillboxes AND command the tanks to attack the rush — every turn, in parallel — from turn one. Pausing the pillbox queue loses the production race; pausing the tank defence lets the yard fall. Four kills, yard intact, three pillboxes built, within about 60 turns.","≥3 pillboxes built AND yard standing AND ≥4 kills, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"def-while-building","medium","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, set_stance, stop","Same base + tanks HoldFire + cash","2× heavy tank + 6× rifle @(45/47, 19-21) st3 (heavier mix); no interrupts","attackers st3; defenders st0 intentional","","Commander, this is a defend-while-building drill at heavier weight. Two heavy tanks plus six riflemen attack your base from turn one. Same four medium tanks on HOLD-FIRE. Build three pillboxes AND order the tanks to engage — both streams running in parallel from turn one. Seven kills, yard intact, three pillboxes built, within about 50 turns.","≥3 pillboxes built AND yard standing AND ≥7 kills, within 4500 ticks.","Construction Yard destroyed, or deadline (4501 ticks).","60","5403"
"def-while-building","hard","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, set_stance, stop","Base + HoldFire tanks flip NORTH (y=14) or SOUTH (y=26) by seed","Heavy mix attackers, st3 — converges on active latitude","attackers st3; defenders st0 intentional","","Commander, this is a defend-while-building drill with seed-rotated staging. Base layout (yard, barracks, power, refinery, HoldFire tanks) flips NORTH or SOUTH by seed. Attackers are already in play and drive at the active centroid. Build three pillboxes AND engage the rush in parallel from turn one. Five kills, yard intact, three pillboxes built, within about 50 turns.","≥3 pillboxes built AND yard standing AND ≥5 kills, within 4500 ticks.","Construction Yard destroyed, or deadline (4501 ticks).","60","5403"
"def-with-ambush","easy","reasoning","rush-hour-arena","128x40","large-trivial","observe, move_units, attack_unit, attack_move, stop","Construction Yard @(10,20) + 1× fixing rifle at the choke @(15,20) Return-Fire + 4× medium tank in concealed L-ambush flanks @(40-41, 16) NORTH + @(40-41, 24) SOUTH on Defend","4× light tank + 4× rocket infantry + 4× rifle @(78/80/82, 20) on Attack-Anything (rusher bot); sentinel fact @(120,20)","rusher st3; matches briefing — concealed defenders st2 fire on sight","","Commander, this is a fog-ambush drill. Your Construction Yard sits at (10,20). A single rifleman at the choke (15,20) is the fixing element — it draws the enemy push down the lane. Four medium tanks form a concealed L-ambush, two NORTH of the lane at (40-41, 16) and two SOUTH at (40-41, 24), both on Defend orders. A heavy enemy column (light tanks, rocket soldiers, riflemen) charges from the east. HOLD the ambush positions — do NOT charge forward, do NOT pull onto the yard. The engine auto-engages on sight as the column passes through the crossfire. Six kills, yard intact, lose no more than two tanks, within about 27 turns.","≥6 kills AND yard standing AND ≤2 lost, within 2400 ticks.","Construction Yard destroyed, >2 lost, or deadline (2401 ticks).","50","4503"
"def-with-ambush","medium","reasoning","rush-hour-arena","128x40","large-trivial","observe, move_units, attack_unit, attack_move, stop","Same ambush layout","5× light tank + 6× rocket + 5× rifle @(78/80/82, 20) st3 — heavier column; ≤3 loss cap","rusher st3; matches briefing","","Commander, this is a fog-ambush drill at heavier weight. Same L-ambush layout: fixing rifle at the choke, four tanks concealed NORTH/SOUTH of the lane. The enemy column is now five light tanks, six rocket soldiers, five rifles. Hold the ambush positions and let the column pass through the crossfire. Eight kills, yard intact, lose no more than three tanks, within about 27 turns.","≥8 kills AND yard standing AND ≤3 lost, within 2400 ticks.","Construction Yard destroyed, >3 lost, or deadline (2401 ticks).","50","4503"
"def-with-ambush","hard","reasoning","rush-hour-arena","128x40","large-trivial","observe, move_units, attack_unit, attack_move, stop","Ambush latitude flips NORTH (y=8) or SOUTH (y=32) by seed; ambush wings follow","Heavy column matching the agent latitude; enemy spawn_point used per side; ≤3 loss cap","rusher st3 with spawn_point; matches briefing","","Commander, this is a fog-ambush drill with seed-rotated staging. The ambush location flips NORTH (y=8) or SOUTH (y=32) by seed; both fixing rifle and the four ambush tanks follow. The enemy column matches your latitude. Hold the ambush positions and let them walk through. Eight kills, yard intact, lose no more than three tanks, within about 27 turns.","≥8 kills AND yard standing AND ≤3 lost, within 2400 ticks.","Construction Yard destroyed, >3 lost, or deadline (2401 ticks).","50","4503"
"defense-rush-survive","easy","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, stop","Construction Yard @(10,20) + Barracks + Power Plant; cash (small base)","4× rifle infantry @(60,20) st3 (rusher — opening rush around turn 30); sentinel fact @(120,20)","rusher st3; matches briefing","","Commander, this is an opening rush-defence drill. A four-rifle rush is bearing down on your Construction Yard at (10,20) in the first ~30 turns. You have your yard, a barracks, and a power plant. With your cash, you must BOTH build a pillbox covering the lane mouth AND train infantry from the barracks — all in parallel. Stalling, all-defence (only pillboxes, no force), all-economy (no static defence), and brute-army (no static defence) all lose. Four kills, three own units alive, ≥1 pillbox built, yard intact, within about 35 turns.","≥1 pillbox built AND ≥3 own units alive AND ≥4 kills, within 3199 ticks.","Construction Yard destroyed, or deadline (3200 ticks).","60","5403"
"defense-rush-survive","medium","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, stop","Same base, same cash","6× rifle + 2× rocket infantry @(80/82, 20) st3 — heavier rush","rusher st3; matches briefing","","Commander, this is an opening rush-defence drill with a heavier rush. Six riflemen and two rocket soldiers close on your yard in the first ~35 turns. Same yard, barracks, power plant. Build at least one pillbox covering the lane AND train a handful of defenders from the barracks, in parallel. Six kills, three own units alive, ≥1 pillbox, yard intact, within about 35 turns.","≥1 pillbox built AND ≥3 own units alive AND ≥6 kills, within 3199 ticks.","Construction Yard destroyed, or deadline (3200 ticks).","60","5403"
"defense-rush-survive","hard","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, stop","Base flips NORTH (y=10) or SOUTH (y=30) by seed; cash for one pbox + a few defenders","Two rush bands — one at each candidate latitude, 5× rifle + 1× rocket per band, st3; loss cap ≤3","rusher st3; matches briefing","","Commander, this is an opening rush-defence drill with seed-rotated staging and a loss cap. Base latitude flips NORTH or SOUTH by seed. Two rush bands incoming — one at each candidate latitude, only the on-latitude band converges in time. Build at least one pillbox AND train defenders in parallel; lose no more than three. Eight kills, three alive, yard intact, within about 35 turns.","≥1 pillbox built AND ≥3 alive AND ≥8 kills AND ≤3 lost, within 3199 ticks.","Construction Yard destroyed, >3 lost, or deadline (3200 ticks).","60","5403"
"build-defensive-skirt-corners","easy","reasoning","arena 128x40 (open, corner-rush geometry)","128x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Construction Yard centred + Barracks + Power Plant; $2400","~9 attackers split across 4 diagonal corners (NE/NW/SE/SW), st3 rusher — converge on the centre yard from all four corners concurrently","rusher st3 from all 4 corners; matches briefing","","Commander, this is a defence-topology drill — pillbox in every corner. Your Construction Yard sits at the centre and a rifle rush converges CONCURRENTLY from all four diagonal corners (NE, NW, SE, SW). Your $2400 buys four pillboxes. Plant ONE pillbox in each of the four corner approaches so every diagonal axis has its own field of fire. Massing all four on one corner satisfies the count but the other three corner waves stride untouched into the yard. Nine kills, yard intact, within about 60 turns.","≥4 pillboxes built AND 1 in each of the 4 corner regions (radius 4 each) AND ≥9 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"build-defensive-skirt-corners","medium","reasoning","arena 128x40 (open)","128x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Same base + $2400","~13 attackers split across 4 corners st3 — heavier convergence","rusher st3; matches briefing","","Commander, this is a defence-topology drill at heavier weight — pillbox in every corner. Same central yard rushed concurrently from all four corners. Build four pillboxes, one per corner region. Thirteen kills, yard intact, within about 60 turns.","≥4 pillboxes built AND 1 in each of the 4 corner regions r=4 AND ≥13 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"build-defensive-skirt-corners","hard","reasoning","arena 128x40 (open)","128x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Base centre flips by seed (two candidate centre positions); $2400","Same four-corner convergence; corner anchor cells flip with the base","rusher st3; matches briefing","","Commander, this is a defence-topology drill with seed-rotated staging. The base centre flips between two candidate positions by seed; the four corner regions follow. Build four pillboxes, one per corner region at the matching centre. Thirteen kills, yard intact, within about 60 turns.","≥4 pillboxes built AND 1 in each of the 4 corner regions at the matching centre AND ≥13 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"build-defensive-tower-cluster","easy","reasoning","arena 128x40 (single-corridor)","128x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Construction Yard @(10,20) + Barracks + Power Plant; $2400","Concentrated rush through a single narrow corridor at the yard; st3 rusher","rusher st3; matches briefing","","Commander, this is a defence-topology drill — concentrated cluster wrapping the yard. Your Construction Yard at (10,20) is rushed through a single narrow corridor. Your $2400 buys four pillboxes. Build a TIGHT CLUSTER around the yard — at least three pillboxes inside a radius-4 disc of (10,20) — so their overlapping fire shreds the rush at the single point that matters. A thin pillbox LINE between the yard and the corridor mouth satisfies the count but cannot mass enough fire on the focused thrust. Three kills, yard intact, within about 60 turns.","≥4 pillboxes built AND ≥3 in (10,20) r=4 AND ≥3 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"build-defensive-tower-cluster","medium","reasoning","arena 128x40 (single-corridor)","128x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Same base + $2400","Heavier rush through the same corridor; st3","rusher st3; matches briefing","","Commander, this is a defence-topology drill — concentrated cluster at heavier weight. Same yard at (10,20) rushed through the same narrow corridor. Build four pillboxes tightly clustered around the yard, ≥3 inside radius 4. Five kills, yard intact, within about 60 turns.","≥4 pillboxes built AND ≥3 in (10,20) r=4 AND ≥5 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"build-defensive-tower-cluster","hard","reasoning","arena 128x40 (single-corridor)","128x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Yard flips NORTH (y=14) or SOUTH (y=26) by seed; $2400","Same single-corridor rush at the matching latitude; st3","rusher st3; matches briefing","","Commander, this is a defence-topology drill with seed-rotated staging. Yard latitude flips NORTH (y=14) or SOUTH (y=26); the cluster target follows. Build four pillboxes tightly clustered around the yard at the matching latitude — ≥3 inside radius 4 of (10, fact_y). Six kills, yard intact, within about 60 turns.","≥4 pillboxes built AND ≥3 in (10, fact_y) r=4 (matching latitude) AND ≥6 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"build-defensive-tower-line","easy","reasoning","build-def-tower-line-easy-arena (wide-front)","112x48","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Construction Yard @(10,20) + Barracks + Power Plant + corner non-combatant rifle; $1800","Scheduled at tick 1500: 6× rifle (2 per row × 3 rows) at (100, 8/20/32) st3 charging west on three lanes; sentinel fact @(108,20)","scheduled wave st3 (rusher-like); matches briefing","","Commander, this is a wide-front defence-topology drill. A rifle rush charges across the full vertical width of the map — three lanes at y=8, y=20, and y=32 — toward your yard on the west. Budget $1800 buys exactly three pillboxes. Drop ONE on each of those three rows at x=60 so no lane is open. A cluster on the centre row leaves both flanks unguarded; a scatter near the base never meets the rush. Four kills, yard intact, within about 60 turns.","≥3 pillboxes built AND 1 each at (60,8) (60,20) (60,32) r=0.5 AND ≥4 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"build-defensive-tower-line","medium","reasoning","build-def-tower-line-medium-arena (wide-front)","112x48","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Same base + $3000","Scheduled at tick 2200: 10× rifle (2 per row × 5 rows) at (100, 4/12/20/28/36) st3","scheduled wave st3; matches briefing","","Commander, this is a wide-front defence-topology drill at heavier weight. Five lanes at y=4, 12, 20, 28, 36 spread across the full vertical front. Budget $3000 buys five pillboxes. One on each of those five rows at x=60; an easy-style three-rung line leaves two flank rows open. Seven kills, yard intact, within about 60 turns.","≥5 pillboxes built AND 1 each at (60, 4/12/20/28/36) r=0.5 AND ≥7 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
