pack,level,capability,file,reviewed,edited,map_fit,max_turns,has_fail,tick_budget_ok,issues
econ-deny-enemy-expansion,easy,reasoning,econ-deny-enemy-expansion.yaml,yes,no,fit,72,yes,yes,OK
econ-deny-enemy-expansion,medium,reasoning,econ-deny-enemy-expansion.yaml,yes,no,fit,60,yes,yes,OK
econ-deny-enemy-expansion,hard,reasoning,econ-deny-enemy-expansion.yaml,yes,no,fit,60,yes,yes,OK
econ-expansion-timing,easy,reasoning,econ-expansion-timing.yaml,yes,yes,fit,30,yes,yes,OK
econ-expansion-timing,medium,reasoning,econ-expansion-timing.yaml,yes,yes,fit,40,yes,yes,OK
econ-expansion-timing,hard,reasoning,econ-expansion-timing.yaml,yes,yes,fit,50,yes,yes,OK
econ-far-patch-vs-near-patch,easy,reasoning,econ-far-patch-vs-near-patch.yaml,yes,no,fit,50,yes,yes,OK
econ-far-patch-vs-near-patch,medium,reasoning,econ-far-patch-vs-near-patch.yaml,yes,no,fit,50,yes,yes,OK
econ-far-patch-vs-near-patch,hard,reasoning,econ-far-patch-vs-near-patch.yaml,yes,no,fit,50,yes,yes,OK
econ-harvester-defense-raid,easy,action,econ-harvester-defense-raid.yaml,yes,yes,fit,35,yes,yes,OK
econ-harvester-defense-raid,medium,action,econ-harvester-defense-raid.yaml,yes,yes,fit,45,yes,yes,OK
econ-harvester-defense-raid,hard,action,econ-harvester-defense-raid.yaml,yes,yes,fit,50,yes,yes,OK
econ-harvester-pathing-optimization,easy,reasoning,econ-harvester-pathing-optimization.yaml,yes,no,fit,50,yes,yes,OK
econ-harvester-pathing-optimization,medium,reasoning,econ-harvester-pathing-optimization.yaml,yes,no,fit,50,yes,yes,OK
econ-harvester-pathing-optimization,hard,reasoning,econ-harvester-pathing-optimization.yaml,yes,no,fit,50,yes,yes,OK
econ-mine-and-grow,easy,reasoning,econ-mine-and-grow.yaml,yes,yes,fit,40,yes,yes,OK
econ-mine-and-grow,medium,reasoning,econ-mine-and-grow.yaml,yes,yes,fit,40,yes,yes,OK
econ-mine-and-grow,hard,reasoning,econ-mine-and-grow.yaml,yes,yes,fit,40,yes,yes,OK
econ-multi-patch-allocation,easy,reasoning,econ-multi-patch-allocation.yaml,yes,yes,fit,40,yes,yes,OK
econ-multi-patch-allocation,medium,reasoning,econ-multi-patch-allocation.yaml,yes,yes,fit,40,yes,yes,OK
econ-multi-patch-allocation,hard,reasoning,econ-multi-patch-allocation.yaml,yes,yes,fit,40,yes,yes,OK
econ-overflow-to-silos,easy,reasoning,econ-overflow-to-silos.yaml,yes,yes,fit,20,yes,yes,OK
econ-overflow-to-silos,medium,reasoning,econ-overflow-to-silos.yaml,yes,yes,fit,21,yes,yes,OK
econ-overflow-to-silos,hard,reasoning,econ-overflow-to-silos.yaml,yes,yes,fit,21,yes,yes,OK
econ-protect-harvester-route,easy,action,econ-protect-harvester-route.yaml,yes,yes,fit,50,yes,yes,OK
econ-protect-harvester-route,medium,action,econ-protect-harvester-route.yaml,yes,yes,fit,60,yes,yes,OK
econ-protect-harvester-route,hard,action,econ-protect-harvester-route.yaml,yes,yes,fit,60,yes,yes,OK
econ-quantitative-vs-qualitative-spend,easy,reasoning,econ-quantitative-vs-qualitative-spend.yaml,yes,yes,fit,60,yes,yes,OK
econ-quantitative-vs-qualitative-spend,medium,reasoning,econ-quantitative-vs-qualitative-spend.yaml,yes,yes,fit,60,yes,yes,OK
econ-quantitative-vs-qualitative-spend,hard,reasoning,econ-quantitative-vs-qualitative-spend.yaml,yes,yes,fit,60,yes,yes,OK
econ-recover-from-zero-cash,easy,reasoning,econ-recover-from-zero-cash.yaml,yes,yes,fit,70,yes,yes,OK
econ-recover-from-zero-cash,medium,reasoning,econ-recover-from-zero-cash.yaml,yes,yes,fit,70,yes,yes,OK
econ-recover-from-zero-cash,hard,reasoning,econ-recover-from-zero-cash.yaml,yes,yes,fit,70,yes,yes,OK
econ-replace-dead-harvester,easy,reasoning,econ-replace-dead-harvester.yaml,yes,yes,fit,60,yes,yes,OK
econ-replace-dead-harvester,medium,reasoning,econ-replace-dead-harvester.yaml,yes,yes,fit,60,yes,yes,OK
econ-replace-dead-harvester,hard,reasoning,econ-replace-dead-harvester.yaml,yes,yes,fit,60,yes,yes,OK
econ-resource-trade-with-self,easy,reasoning,econ-resource-trade-with-self.yaml,yes,no,fit,21,yes,yes,OK
econ-resource-trade-with-self,medium,reasoning,econ-resource-trade-with-self.yaml,yes,no,fit,21,yes,yes,OK
econ-resource-trade-with-self,hard,reasoning,econ-resource-trade-with-self.yaml,yes,no,fit,21,yes,yes,OK
econ-second-base-race,easy,reasoning,econ-second-base-race.yaml,yes,yes,fit,40,yes,yes,OK
econ-second-base-race,medium,reasoning,econ-second-base-race.yaml,yes,yes,fit,40,yes,yes,OK
econ-second-base-race,hard,reasoning,econ-second-base-race.yaml,yes,yes,fit,40,yes,yes,OK
econ-silo-vs-spend,easy,reasoning,econ-silo-vs-spend.yaml,yes,yes,fit,20,yes,yes,OK
econ-silo-vs-spend,medium,reasoning,econ-silo-vs-spend.yaml,yes,yes,fit,14,yes,yes,OK
econ-silo-vs-spend,hard,reasoning,econ-silo-vs-spend.yaml,yes,yes,fit,14,yes,yes,OK
econ-startup-from-scratch,easy,reasoning,econ-startup-from-scratch.yaml,yes,yes,fit,50,yes,yes,OK
econ-startup-from-scratch,medium,reasoning,econ-startup-from-scratch.yaml,yes,yes,fit,40,yes,yes,OK
econ-startup-from-scratch,hard,reasoning,econ-startup-from-scratch.yaml,yes,yes,fit,45,yes,yes,OK
econ-target-cash-amount-by-deadline,easy,reasoning,econ-target-cash-amount-by-deadline.yaml,yes,no,fit,21,yes,yes,OK
econ-target-cash-amount-by-deadline,medium,reasoning,econ-target-cash-amount-by-deadline.yaml,yes,no,fit,51,yes,yes,OK
econ-target-cash-amount-by-deadline,hard,reasoning,econ-target-cash-amount-by-deadline.yaml,yes,no,fit,46,yes,yes,OK
econ-tech-vs-expand-decision,easy,reasoning,econ-tech-vs-expand-decision.yaml,yes,yes,fit,30,yes,yes,OK
econ-tech-vs-expand-decision,medium,reasoning,econ-tech-vs-expand-decision.yaml,yes,yes,fit,40,yes,yes,OK
econ-tech-vs-expand-decision,hard,reasoning,econ-tech-vs-expand-decision.yaml,yes,yes,fit,50,yes,yes,OK
economy-force-buildup,easy,reasoning,economy-force-buildup.yaml,yes,yes,fit,30,yes,yes,OK
economy-force-buildup,medium,reasoning,economy-force-buildup.yaml,yes,yes,fit,28,yes,yes,OK
economy-force-buildup,hard,reasoning,economy-force-buildup.yaml,yes,yes,fit,24,yes,yes,OK
economy-harvest-investment,easy,reasoning,economy-harvest-investment.yaml,yes,no,fit,80,yes,yes,OK
economy-harvest-investment,medium,reasoning,economy-harvest-investment.yaml,yes,no,fit,80,yes,yes,OK
economy-harvest-investment,hard,reasoning,economy-harvest-investment.yaml,yes,no,fit,90,yes,yes,OK
economy-harvest-timebox,easy,reasoning,economy-harvest-timebox.yaml,yes,no,fit,22,yes,yes,OK
economy-harvest-timebox,medium,reasoning,economy-harvest-timebox.yaml,yes,no,fit,35,yes,yes,OK
economy-harvest-timebox,hard,reasoning,economy-harvest-timebox.yaml,yes,no,fit,42,yes,yes,OK
economy-investment,easy,reasoning,economy-investment.yaml,yes,no,fit,24,yes,yes,OK
economy-investment,medium,reasoning,economy-investment.yaml,yes,no,fit,26,yes,yes,OK
economy-investment,hard,reasoning,economy-investment.yaml,yes,no,fit,32,yes,yes,OK
economy-time-box,easy,reasoning,economy-time-box.yaml,yes,yes,fit,60,yes,yes,OK
economy-time-box,medium,reasoning,economy-time-box.yaml,yes,yes,fit,70,yes,yes,OK
economy-time-box,hard,reasoning,economy-time-box.yaml,yes,yes,fit,80,yes,yes,OK
expansion-aggro-3-base-greedy,easy,reasoning,expansion-aggro-3-base-greedy.yaml,yes,no,large-trivial,65,yes,yes,MAP_LARGE_TRIVIAL
expansion-aggro-3-base-greedy,medium,reasoning,expansion-aggro-3-base-greedy.yaml,yes,no,fit,65,yes,yes,OK
expansion-aggro-3-base-greedy,hard,reasoning,expansion-aggro-3-base-greedy.yaml,yes,no,fit,60,yes,yes,OK
expansion-balanced-2-base-defended,easy,reasoning,expansion-balanced-2-base-defended.yaml,yes,yes,fit,65,yes,yes,OK
expansion-balanced-2-base-defended,medium,reasoning,expansion-balanced-2-base-defended.yaml,yes,yes,fit,60,yes,yes,OK
expansion-balanced-2-base-defended,hard,reasoning,expansion-balanced-2-base-defended.yaml,yes,yes,fit,60,yes,yes,OK
expansion-turtle-1-base-fortified,easy,reasoning,expansion-turtle-1-base-fortified.yaml,yes,no,fit,62,yes,yes,OK
expansion-turtle-1-base-fortified,medium,reasoning,expansion-turtle-1-base-fortified.yaml,yes,no,fit,62,yes,yes,OK
expansion-turtle-1-base-fortified,hard,reasoning,expansion-turtle-1-base-fortified.yaml,yes,no,fit,62,yes,yes,OK
harass-response-preserve,easy,action,harass-response-preserve.yaml,yes,no,fit,55,yes,yes,OK
harass-response-preserve,medium,action,harass-response-preserve.yaml,yes,no,fit,55,yes,yes,OK
harass-response-preserve,hard,action,harass-response-preserve.yaml,yes,no,fit,55,yes,yes,OK
lh-100-turn-marathon-survival,easy,reasoning,lh-100-turn-marathon-survival.yaml,yes,yes,fit,90,yes,yes,OK
lh-100-turn-marathon-survival,medium,reasoning,lh-100-turn-marathon-survival.yaml,yes,yes,fit,100,yes,yes,OK
lh-100-turn-marathon-survival,hard,reasoning,lh-100-turn-marathon-survival.yaml,yes,yes,fit,120,yes,yes,OK
lh-build-army-coordinate-multifront-attack,easy,reasoning,lh-build-army-coordinate-multifront-attack.yaml,yes,yes,fit,80,yes,yes,OK
lh-build-army-coordinate-multifront-attack,medium,reasoning,lh-build-army-coordinate-multifront-attack.yaml,yes,yes,fit,80,yes,yes,OK
lh-build-army-coordinate-multifront-attack,hard,reasoning,lh-build-army-coordinate-multifront-attack.yaml,yes,yes,fit,80,yes,yes,OK
lh-credit-only-final-phase,easy,reasoning,lh-credit-only-final-phase.yaml,yes,yes,fit,80,yes,yes,OK
lh-credit-only-final-phase,medium,reasoning,lh-credit-only-final-phase.yaml,yes,yes,fit,80,yes,yes,OK
lh-credit-only-final-phase,hard,reasoning,lh-credit-only-final-phase.yaml,yes,yes,fit,80,yes,yes,OK
lh-defense-tech-second-base,easy,reasoning,lh-defense-tech-second-base.yaml,yes,yes,fit,90,yes,yes,OK
lh-defense-tech-second-base,medium,reasoning,lh-defense-tech-second-base.yaml,yes,yes,fit,80,yes,yes,OK
lh-defense-tech-second-base,hard,reasoning,lh-defense-tech-second-base.yaml,yes,yes,fit,80,yes,yes,OK
lh-econ-army-victory,easy,reasoning,lh-econ-army-victory.yaml,yes,yes,fit,50,yes,yes,OK
lh-econ-army-victory,medium,reasoning,lh-econ-army-victory.yaml,yes,yes,fit,50,yes,yes,OK
lh-econ-army-victory,hard,reasoning,lh-econ-army-victory.yaml,yes,yes,fit,60,yes,yes,OK
lh-multi-checkpoint-5-plus,easy,action,lh-multi-checkpoint-5-plus.yaml,yes,no,fit,85,yes,yes,OK
lh-multi-checkpoint-5-plus,medium,action,lh-multi-checkpoint-5-plus.yaml,yes,no,fit,85,yes,yes,OK
lh-multi-checkpoint-5-plus,hard,action,lh-multi-checkpoint-5-plus.yaml,yes,no,fit,85,yes,yes,OK
lh-opening-to-defense-to-counter,easy,reasoning,lh-opening-to-defense-to-counter.yaml,yes,no,fit,130,yes,yes,OK
lh-opening-to-defense-to-counter,medium,reasoning,lh-opening-to-defense-to-counter.yaml,yes,no,fit,130,yes,yes,OK
lh-opening-to-defense-to-counter,hard,reasoning,lh-opening-to-defense-to-counter.yaml,yes,no,fit,130,yes,yes,OK
lh-opening-to-tech-to-army,easy,reasoning,lh-opening-to-tech-to-army.yaml,yes,yes,fit,100,yes,yes,OK
lh-opening-to-tech-to-army,medium,reasoning,lh-opening-to-tech-to-army.yaml,yes,yes,fit,80,yes,yes,OK
lh-opening-to-tech-to-army,hard,reasoning,lh-opening-to-tech-to-army.yaml,yes,yes,fit,110,yes,yes,OK
lh-progression-stage-locked,easy,reasoning,lh-progression-stage-locked.yaml,yes,no,fit,70,yes,yes,OK
lh-progression-stage-locked,medium,reasoning,lh-progression-stage-locked.yaml,yes,no,fit,70,yes,yes,OK
lh-progression-stage-locked,hard,reasoning,lh-progression-stage-locked.yaml,yes,no,fit,70,yes,yes,OK
lh-recovery-after-mid-game-loss,easy,reasoning,lh-recovery-after-mid-game-loss.yaml,yes,yes,fit,60,yes,yes,OK
lh-recovery-after-mid-game-loss,medium,reasoning,lh-recovery-after-mid-game-loss.yaml,yes,yes,fit,52,yes,yes,OK
lh-recovery-after-mid-game-loss,hard,reasoning,lh-recovery-after-mid-game-loss.yaml,yes,yes,fit,52,yes,yes,OK
lh-scout-react-counter,easy,reasoning,lh-scout-react-counter.yaml,yes,no,fit,75,yes,yes,OK
lh-scout-react-counter,medium,reasoning,lh-scout-react-counter.yaml,yes,no,fit,75,yes,yes,OK
lh-scout-react-counter,hard,reasoning,lh-scout-react-counter.yaml,yes,no,fit,75,yes,yes,OK
lh-tech-pivot-attack,easy,reasoning,lh-tech-pivot-attack.yaml,yes,no,fit,85,yes,yes,OK
lh-tech-pivot-attack,medium,reasoning,lh-tech-pivot-attack.yaml,yes,no,fit,85,yes,yes,OK
lh-tech-pivot-attack,hard,reasoning,lh-tech-pivot-attack.yaml,yes,no,fit,75,yes,yes,OK
lh-tech-rush-vs-army-rush,easy,reasoning,lh-tech-rush-vs-army-rush.yaml,yes,no,fit,60,yes,yes,OK
lh-tech-rush-vs-army-rush,medium,reasoning,lh-tech-rush-vs-army-rush.yaml,yes,no,fit,60,yes,yes,OK
lh-tech-rush-vs-army-rush,hard,reasoning,lh-tech-rush-vs-army-rush.yaml,yes,no,fit,60,yes,yes,OK
longhorizon-opening-to-assault,easy,reasoning,longhorizon-opening-to-assault.yaml,yes,yes,fit,120,yes,yes,OK
longhorizon-opening-to-assault,medium,reasoning,longhorizon-opening-to-assault.yaml,yes,yes,fit,140,yes,yes,OK
longhorizon-opening-to-assault,hard,reasoning,longhorizon-opening-to-assault.yaml,yes,yes,fit,160,yes,yes,OK
maint-repair-priority-order,easy,reasoning,maint-repair-priority-order.yaml,yes,no,fit,22,yes,yes,OK
maint-repair-priority-order,medium,reasoning,maint-repair-priority-order.yaml,yes,no,fit,20,yes,yes,OK
maint-repair-priority-order,hard,reasoning,maint-repair-priority-order.yaml,yes,no,fit,20,yes,yes,OK
maint-sell-and-recoup-cash,easy,reasoning,maint-sell-and-recoup-cash.yaml,yes,no,fit,90,yes,yes,OK
maint-sell-and-recoup-cash,medium,reasoning,maint-sell-and-recoup-cash.yaml,yes,no,fit,90,yes,yes,OK
maint-sell-and-recoup-cash,hard,reasoning,maint-sell-and-recoup-cash.yaml,yes,no,fit,90,yes,yes,OK
mcv-deploy-and-build,easy,reasoning,mcv-deploy-and-build.yaml,yes,no,fit,55,yes,yes,OK
mcv-deploy-and-build,medium,reasoning,mcv-deploy-and-build.yaml,yes,no,fit,30,yes,yes,OK
mcv-deploy-and-build,hard,reasoning,mcv-deploy-and-build.yaml,yes,no,fit,36,yes,yes,OK
mcv-deploy-defensible-site,easy,reasoning,mcv-deploy-defensible-site.yaml,yes,no,wide,60,yes,yes,MAP_WIDE
mcv-deploy-defensible-site,medium,reasoning,mcv-deploy-defensible-site.yaml,yes,no,wide,60,yes,yes,MAP_WIDE
mcv-deploy-defensible-site,hard,reasoning,mcv-deploy-defensible-site.yaml,yes,no,wide,70,yes,yes,MAP_WIDE
mcv-deploy-near-resource,easy,reasoning,mcv-deploy-near-resource.yaml,yes,no,fit,62,yes,yes,OK
mcv-deploy-near-resource,medium,reasoning,mcv-deploy-near-resource.yaml,yes,no,fit,52,yes,yes,OK
mcv-deploy-near-resource,hard,reasoning,mcv-deploy-near-resource.yaml,yes,no,fit,62,yes,yes,OK
mcv-deploy-relocate-under-pressure,easy,reasoning,mcv-deploy-relocate-under-pressure.yaml,yes,yes,fit,60,yes,yes,OK
mcv-deploy-relocate-under-pressure,medium,reasoning,mcv-deploy-relocate-under-pressure.yaml,yes,yes,fit,60,yes,yes,OK
mcv-deploy-relocate-under-pressure,hard,reasoning,mcv-deploy-relocate-under-pressure.yaml,yes,yes,fit,60,yes,yes,OK
mcv-deploy-second-base,easy,reasoning,mcv-deploy-second-base.yaml,yes,no,fit,70,yes,yes,OK
mcv-deploy-second-base,medium,reasoning,mcv-deploy-second-base.yaml,yes,no,fit,60,yes,yes,OK
mcv-deploy-second-base,hard,reasoning,mcv-deploy-second-base.yaml,yes,no,fit,50,yes,yes,OK
mcv-deploy-third-base,easy,reasoning,mcv-deploy-third-base.yaml,yes,no,fit,75,yes,yes,OK
mcv-deploy-third-base,medium,reasoning,mcv-deploy-third-base.yaml,yes,no,fit,75,yes,yes,OK
mcv-deploy-third-base,hard,reasoning,mcv-deploy-third-base.yaml,yes,no,fit,75,yes,yes,OK
mfb-base-1-defend-base-2-build,easy,reasoning,mfb-base-1-defend-base-2-build.yaml,yes,no,fit,72,yes,yes,OK
mfb-base-1-defend-base-2-build,medium,reasoning,mfb-base-1-defend-base-2-build.yaml,yes,no,fit,56,yes,yes,OK
mfb-base-1-defend-base-2-build,hard,reasoning,mfb-base-1-defend-base-2-build.yaml,yes,no,fit,64,yes,yes,OK
mfb-mirror-base-east-west,easy,reasoning,mfb-mirror-base-east-west.yaml,yes,no,fit,55,yes,yes,OK
mfb-mirror-base-east-west,medium,reasoning,mfb-mirror-base-east-west.yaml,yes,no,fit,37,yes,yes,OK
mfb-mirror-base-east-west,hard,reasoning,mfb-mirror-base-east-west.yaml,yes,no,fit,37,yes,yes,OK
mfb-redundant-tech-buildings,easy,reasoning,mfb-redundant-tech-buildings.yaml,yes,yes,fit,70,yes,yes,OK
mfb-redundant-tech-buildings,medium,reasoning,mfb-redundant-tech-buildings.yaml,yes,yes,fit,60,yes,yes,OK
mfb-redundant-tech-buildings,hard,reasoning,mfb-redundant-tech-buildings.yaml,yes,yes,fit,60,yes,yes,OK
mfb-rotating-production-pressure,easy,reasoning,mfb-rotating-production-pressure.yaml,yes,no,fit,70,yes,yes,OK
mfb-rotating-production-pressure,medium,reasoning,mfb-rotating-production-pressure.yaml,yes,no,fit,70,yes,yes,OK
mfb-rotating-production-pressure,hard,reasoning,mfb-rotating-production-pressure.yaml,yes,no,fit,70,yes,yes,OK
mfb-supply-line-link-between-bases,easy,action,mfb-supply-line-link-between-bases.yaml,yes,no,fit,50,yes,yes,OK
mfb-supply-line-link-between-bases,medium,action,mfb-supply-line-link-between-bases.yaml,yes,no,fit,50,yes,yes,OK
mfb-supply-line-link-between-bases,hard,action,mfb-supply-line-link-between-bases.yaml,yes,no,fit,50,yes,yes,OK
mfb-tech-base-vs-economy-base,easy,reasoning,mfb-tech-base-vs-economy-base.yaml,yes,yes,large-trivial,70,yes,yes,MAP_LARGE_TRIVIAL
mfb-tech-base-vs-economy-base,medium,reasoning,mfb-tech-base-vs-economy-base.yaml,yes,yes,large-trivial,70,yes,yes,MAP_LARGE_TRIVIAL
mfb-tech-base-vs-economy-base,hard,reasoning,mfb-tech-base-vs-economy-base.yaml,yes,yes,large-trivial,60,yes,yes,MAP_LARGE_TRIVIAL
mfb-third-base-against-clock,easy,reasoning,mfb-third-base-against-clock.yaml,yes,no,fit,72,yes,yes,OK
mfb-third-base-against-clock,medium,reasoning,mfb-third-base-against-clock.yaml,yes,no,fit,56,yes,yes,OK
mfb-third-base-against-clock,hard,reasoning,mfb-third-base-against-clock.yaml,yes,no,fit,64,yes,yes,OK
mfb-two-base-simultaneous,easy,reasoning,mfb-two-base-simultaneous.yaml,yes,no,fit,32,yes,yes,OK
mfb-two-base-simultaneous,medium,reasoning,mfb-two-base-simultaneous.yaml,yes,no,fit,23,yes,yes,OK
mfb-two-base-simultaneous,hard,reasoning,mfb-two-base-simultaneous.yaml,yes,no,fit,23,yes,yes,OK
mid-concede-vs-hold,easy,reasoning,mid-concede-vs-hold.yaml,yes,yes,fit,65,yes,yes,OK
mid-concede-vs-hold,medium,reasoning,mid-concede-vs-hold.yaml,yes,yes,fit,60,yes,yes,OK
mid-concede-vs-hold,hard,reasoning,mid-concede-vs-hold.yaml,yes,yes,fit,60,yes,yes,OK
mid-economy-under-fire,easy,action,mid-economy-under-fire.yaml,yes,no,fit,61,yes,yes,OK
mid-economy-under-fire,medium,action,mid-economy-under-fire.yaml,yes,no,fit,61,yes,yes,OK
mid-economy-under-fire,hard,action,mid-economy-under-fire.yaml,yes,no,fit,61,yes,yes,OK
mid-tech-switch-on-scout,easy,reasoning,mid-tech-switch-on-scout.yaml,yes,yes,fit,60,yes,yes,OK
mid-tech-switch-on-scout,medium,reasoning,mid-tech-switch-on-scout.yaml,yes,yes,fit,70,yes,yes,OK
mid-tech-switch-on-scout,hard,reasoning,mid-tech-switch-on-scout.yaml,yes,yes,fit,70,yes,yes,OK
navigation-confined-hard-only,easy,perception,navigation-confined-hard-only.yaml,yes,no,fit,14,yes,yes,OK
navigation-confined-hard-only,medium,perception,navigation-confined-hard-only.yaml,yes,no,fit,20,yes,yes,OK
navigation-confined-hard-only,hard,perception,navigation-confined-hard-only.yaml,yes,no,fit,31,yes,yes,OK
perception-count-the-threat-small-k,easy,perception,perception-count-the-threat-small-k.yaml,yes,no,fit,26,yes,yes,OK
perception-count-the-threat-small-k,medium,perception,perception-count-the-threat-small-k.yaml,yes,no,fit,32,yes,yes,OK
perception-count-the-threat-small-k,hard,perception,perception-count-the-threat-small-k.yaml,yes,no,fit,40,yes,yes,OK
perception-count-the-threat,easy,perception,perception-count-the-threat.yaml,yes,no,fit,30,yes,yes,OK
perception-count-the-threat,medium,perception,perception-count-the-threat.yaml,yes,no,fit,45,yes,yes,OK
perception-count-the-threat,hard,perception,perception-count-the-threat.yaml,yes,no,fit,45,yes,yes,OK
perception-frontier-reading,easy,perception,perception-frontier-reading.yaml,yes,no,fit,26,yes,yes,OK
perception-frontier-reading,medium,perception,perception-frontier-reading.yaml,yes,no,fit,32,yes,yes,OK
perception-frontier-reading,hard,perception,perception-frontier-reading.yaml,yes,no,fit,40,yes,yes,OK
perception-target-vs-fog,easy,perception,perception-target-vs-fog.yaml,yes,no,fit,26,yes,yes,OK
perception-target-vs-fog,medium,perception,perception-target-vs-fog.yaml,yes,no,fit,30,yes,yes,OK
perception-target-vs-fog,hard,perception,perception-target-vs-fog.yaml,yes,no,fit,34,yes,yes,OK
power-budget-online,easy,reasoning,power-budget-online.yaml,yes,no,fit,71,yes,yes,OK
power-budget-online,medium,reasoning,power-budget-online.yaml,yes,no,fit,67,yes,yes,OK
power-budget-online,hard,reasoning,power-budget-online.yaml,yes,no,fit,67,yes,yes,OK
proc-checklist-no-deviation,easy,action,proc-checklist-no-deviation.yaml,yes,no,fit,34,yes,yes,OK
proc-checklist-no-deviation,medium,action,proc-checklist-no-deviation.yaml,yes,no,fit,44,yes,yes,OK
proc-checklist-no-deviation,hard,action,proc-checklist-no-deviation.yaml,yes,no,fit,52,yes,yes,OK
proc-conditional-branch-action,easy,reasoning,proc-conditional-branch-action.yaml,yes,no,fit,66,yes,yes,OK
proc-conditional-branch-action,medium,reasoning,proc-conditional-branch-action.yaml,yes,no,fit,66,yes,yes,OK
proc-conditional-branch-action,hard,reasoning,proc-conditional-branch-action.yaml,yes,no,fit,66,yes,yes,OK
proc-instruction-following-edge-case,easy,action,proc-instruction-following-edge-case.yaml,yes,no,fit,55,yes,yes,OK
proc-instruction-following-edge-case,medium,action,proc-instruction-following-edge-case.yaml,yes,no,fit,55,yes,yes,OK
proc-instruction-following-edge-case,hard,action,proc-instruction-following-edge-case.yaml,yes,no,fit,55,yes,yes,OK
proc-no-attack-passive-only,easy,action,proc-no-attack-passive-only.yaml,yes,no,fit,55,yes,yes,OK
proc-no-attack-passive-only,medium,action,proc-no-attack-passive-only.yaml,yes,no,fit,55,yes,yes,OK
proc-no-attack-passive-only,hard,action,proc-no-attack-passive-only.yaml,yes,no,fit,55,yes,yes,OK
proc-only-build-no-combat,easy,action,proc-only-build-no-combat.yaml,yes,no,fit,60,yes,yes,OK
proc-only-build-no-combat,medium,action,proc-only-build-no-combat.yaml,yes,no,fit,60,yes,yes,OK
proc-only-build-no-combat,hard,action,proc-only-build-no-combat.yaml,yes,no,fit,60,yes,yes,OK
proc-only-defend-no-attack,easy,action,proc-only-defend-no-attack.yaml,yes,no,fit,55,yes,yes,OK
proc-only-defend-no-attack,medium,action,proc-only-defend-no-attack.yaml,yes,no,fit,55,yes,yes,OK
proc-only-defend-no-attack,hard,action,proc-only-defend-no-attack.yaml,yes,no,fit,55,yes,yes,OK
proc-ordered-action-strict,easy,action,proc-ordered-action-strict.yaml,yes,no,fit,30,yes,yes,OK
proc-ordered-action-strict,medium,action,proc-ordered-action-strict.yaml,yes,no,fit,38,yes,yes,OK
proc-ordered-action-strict,hard,action,proc-ordered-action-strict.yaml,yes,no,fit,48,yes,yes,OK
proc-strict-toolban-fidelity,easy,action,proc-strict-toolban-fidelity.yaml,yes,yes,fit,60,yes,yes,OK
proc-strict-toolban-fidelity,medium,action,proc-strict-toolban-fidelity.yaml,yes,yes,fit,41,yes,yes,OK
proc-strict-toolban-fidelity,hard,action,proc-strict-toolban-fidelity.yaml,yes,yes,fit,41,yes,yes,OK
proc-tool-use-multi-distractor,easy,action,proc-tool-use-multi-distractor.yaml,yes,no,fit,25,yes,yes,OK
proc-tool-use-multi-distractor,medium,action,proc-tool-use-multi-distractor.yaml,yes,no,fit,22,yes,yes,OK
proc-tool-use-multi-distractor,hard,action,proc-tool-use-multi-distractor.yaml,yes,no,fit,20,yes,yes,OK
proc-tool-use-with-distractor,easy,action,proc-tool-use-with-distractor.yaml,yes,no,fit,55,yes,yes,OK
proc-tool-use-with-distractor,medium,action,proc-tool-use-with-distractor.yaml,yes,no,fit,55,yes,yes,OK
proc-tool-use-with-distractor,hard,action,proc-tool-use-with-distractor.yaml,yes,no,fit,55,yes,yes,OK
reasoning-frontier-commit,easy,reasoning,reasoning-frontier-commit.yaml,yes,no,fit,14,yes,yes,OK
reasoning-frontier-commit,medium,reasoning,reasoning-frontier-commit.yaml,yes,no,fit,14,yes,yes,OK
reasoning-frontier-commit,hard,reasoning,reasoning-frontier-commit.yaml,yes,no,fit,15,yes,yes,OK
reasoning-risk-route,easy,reasoning,reasoning-risk-route.yaml,yes,no,fit,32,yes,yes,OK
reasoning-risk-route,medium,reasoning,reasoning-risk-route.yaml,yes,no,fit,36,yes,yes,OK
reasoning-risk-route,hard,reasoning,reasoning-risk-route.yaml,yes,no,fit,40,yes,yes,OK
risk-blockade-bypass,easy,reasoning,risk-blockade-bypass.yaml,yes,no,fit,40,yes,yes,OK
risk-blockade-bypass,medium,reasoning,risk-blockade-bypass.yaml,yes,no,fit,32,yes,yes,OK
risk-blockade-bypass,hard,reasoning,risk-blockade-bypass.yaml,yes,no,fit,28,yes,yes,OK
rob-cash-depletion-recovery,easy,reasoning,rob-cash-depletion-recovery.yaml,yes,yes,fit,70,yes,yes,OK
rob-cash-depletion-recovery,medium,reasoning,rob-cash-depletion-recovery.yaml,yes,yes,fit,70,yes,yes,OK
rob-cash-depletion-recovery,hard,reasoning,rob-cash-depletion-recovery.yaml,yes,yes,fit,70,yes,yes,OK
rob-deadline-shortened-midway,easy,reasoning,rob-deadline-shortened-midway.yaml,yes,no,fit,60,yes,yes,OK
rob-deadline-shortened-midway,medium,reasoning,rob-deadline-shortened-midway.yaml,yes,no,fit,60,yes,yes,OK
rob-deadline-shortened-midway,hard,reasoning,rob-deadline-shortened-midway.yaml,yes,no,fit,60,yes,yes,OK
